,Rk,Team,Conf,W-L,AdjEM,AdjO ,AdjD,AdjT,Luck,AdjEM,OppO,OppD,AdjEM
17,18,Syracuse 3,ACC,28-6,+21.62,114.6,93.0,59.6,+.016,+7.23,109.4,102.2,-1.01
18,19,Ohio St. 6,B10,25-10,+21.30,109.3,88.0,64.0,-.043,+7.80,109.2,101.4,-3.36
19,20,Iowa St. 3,B12,28-8,+21.07,118.9,97.8,70.2,+.064,+10.77,111.1,100.4,+1.44
20,21,Oklahoma St. 9,B12,21-13,+20.98,115.9,95.0,67.2,-.110,+9.06,109.9,100.8,-1.15
21,22,Iowa 11,B10,20-13,+20.44,120.2,99.8,68.6,-.116,+8.35,108.6,100.2,-6.19
22,23,San Diego St. 4,MWC,31-5,+20.38,110.4,90.0,62.3,+.067,+5.18,108.0,102.8,+2.71
23,24,Gonzaga 8,WCC,29-7,+20.14,114.0,93.8,65.0,+.016,+5.05,109.0,103.9,+2.20
24,25,VCU 5,A10,26-9,+19.80,109.2,89.4,68.9,-.058,+5.45,107.4,102.0,+1.33
25,26,Baylor 6,B12,26-12,+19.39,118.9,99.5,61.3,+.012,+10.31,111.0,100.6,-0.36
26,27,Cincinnati 5,Amer,27-7,+19.24,109.7,90.4,61.1,+.036,+4.72,107.3,102.6,-4.57
27,28,Oregon 7,P12,24-10,+19.02,118.9,99.9,67.5,-.037,+7.39,109.1,101.8,-1.18
28,29,North Carolina 6,ACC,24-10,+18.44,112.6,94.2,69.2,+.000,+8.83,110.5,101.6,+1.31
29,30,Oklahoma 5,B12,23-10,+17.90,117.9,100.0,69.6,-.022,+9.13,110.2,101.0,+0.50
30,31,SMU 1,Amer,27-10,+17.66,111.3,93.7,64.5,-.043,+4.03,106.3,102.2,-5.22
31,32,Harvard 12,Ivy,27-5,+17.58,112.9,95.3,64.1,+.020,+0.13,104.5,104.3,+0.98
32,33,New Mexico 7,MWC,27-7,+17.15,113.5,96.3,64.4,+.032,+4.83,107.7,102.9,+3.24
33,34,Stanford 10,P12,23-13,+16.06,112.4,96.4,65.3,+.016,+9.42,110.2,100.7,+2.34
34,35,Saint Louis 5,A10,27-7,+15.72,105.7,90.0,65.6,+.040,+5.04,107.2,102.2,-1.50
35,36,Memphis 8,Amer,24-10,+15.22,112.4,97.1,67.5,+.048,+7.25,108.3,101.1,+0.02
36,37,Louisiana Tech 3,CUSA,29-8,+15.10,110.4,95.3,69.6,+.002,-1.67,103.5,105.2,-4.21
37,38,Florida St. 1,ACC,22-14,+14.86,112.2,97.4,65.2,-.005,+9.31,109.4,100.1,+2.05
38,39,Arizona St. 10,P12,21-12,+14.82,111.2,96.4,67.4,+.003,+7.50,108.6,101.1,-2.60
39,40,Utah 5,P12,21-12,+14.81,110.7,95.9,63.6,-.052,+5.51,107.8,102.3,-11.55
40,41,Texas 7,B12,24-11,+14.52,111.8,97.3,66.8,+.092,+9.61,110.9,101.3,-1.74
41,42,Dayton 11,A10,26-11,+14.25,113.8,99.6,63.8,+.038,+6.25,107.7,101.4,-0.57
42,43,Maryland,ACC,17-15,+14.20,109.4,95.2,67.4,-.074,+8.65,109.0,100.4,+2.03
43,44,Arkansas 3,SEC,22-12,+14.14,111.1,96.9,70.7,-.033,+5.04,107.5,102.5,-5.18
44,45,Kansas St. 9,B12,20-13,+14.10,107.8,93.7,63.3,+.001,+8.17,110.5,102.3,-4.06
45,46,Minnesota 1,B10,25-13,+13.93,113.8,99.9,63.3,+.044,+8.28,108.9,100.7,-3.49
46,47,George Washington 9,A10,24-9,+13.82,110.8,97.0,65.3,+.056,+5.56,107.3,101.7,-0.08
47,48,Providence 11,BE,23-12,+13.81,114.6,100.8,62.9,+.051,+8.35,109.2,100.8,+0.81
48,49,BYU 10,WCC,23-12,+13.77,114.5,100.7,70.8,-.004,+6.59,109.6,103.0,+8.43
49,50,Massachusetts 6,A10,24-9,+13.46,110.0,96.5,70.3,+.065,+7.33,108.0,100.6,+5.53
50,51,Clemson 3,ACC,23-13,+13.35,107.1,93.7,58.7,+.008,+5.98,108.5,102.6,-6.67
51,52,Xavier 12,BE,21-13,+13.11,112.9,99.8,64.2,+.017,+7.89,109.1,101.2,+0.41
52,53,Illinois 2,B10,20-15,+13.10,106.5,93.4,61.2,+.007,+9.40,109.8,100.4,-3.73
53,54,St. John's 1,BE,20-13,+13.10,108.5,95.4,66.6,-.046,+5.32,108.7,103.3,-3.04
54,55,Saint Joseph's 10,A10,24-10,+12.93,112.3,99.4,64.3,+.079,+6.18,107.5,101.3,+0.17
55,56,Nebraska 11,B10,19-13,+12.64,108.8,96.1,64.7,+.047,+9.30,108.4,99.1,-1.95
56,57,Georgetown 4,BE,18-15,+12.39,113.0,100.6,63.3,-.023,+8.32,109.8,101.5,+2.53
57,58,West Virginia 5,B12,17-16,+12.29,115.5,103.2,66.3,-.066,+8.80,110.3,101.5,-2.82
58,59,LSU 5,SEC,20-14,+12.12,110.7,98.5,68.6,-.010,+7.22,107.9,100.7,-2.10
59,60,California 2,P12,21-14,+12.00,111.7,99.7,64.6,+.016,+7.57,109.0,101.5,-0.27
60,61,North Dakota St. 12,Sum,26-7,+11.76,115.5,103.7,62.3,+.089,+1.38,106.8,105.4,+5.32
61,62,North Carolina St. 12,ACC,22-14,+11.60,114.0,102.4,64.7,+.065,+7.77,108.4,100.7,-4.31
62,63,Indiana,B10,17-15,+11.55,107.8,96.2,67.1,-.069,+7.01,108.8,101.8,-8.47
63,64,Southern Miss 3,CUSA,29-7,+11.51,110.9,99.4,62.9,+.103,+0.13,104.4,104.3,-0.66
64,65,Saint Mary's 4,WCC,23-12,+11.39,112.6,101.2,61.4,+.013,+3.87,108.1,104.2,-0.69
65,66,Georgia St. 6,SB,25-9,+11.28,115.6,104.3,64.3,-.025,-2.18,103.5,105.7,-0.58
66,67,Colorado 8,P12,23-12,+11.20,107.7,96.5,64.8,+.120,+8.74,109.5,100.8,+1.71
67,68,Marquette,BE,17-15,+11.05,109.7,98.6,64.5,-.051,+7.74,109.0,101.2,-1.39
68,69,Missouri 2,SEC,23-12,+10.84,114.1,103.2,64.8,+.062,+6.06,107.5,101.4,-1.15
69,70,Stephen F. Austin 12,Slnd,32-3,+10.83,112.3,101.5,61.2,+.073,-7.12,102.0,109.2,-4.19
70,71,Green Bay 4,Horz,24-7,+10.77,108.7,98.0,65.5,+.037,+0.11,104.7,104.6,+3.19
71,72,New Mexico St. 13,WAC,26-10,+10.54,112.9,102.4,65.2,-.030,-3.64,103.0,106.7,+2.60
72,73,Boise St.,MWC,21-13,+10.53,114.6,104.1,63.9,-.056,+3.28,107.0,103.7,+0.38
73,74,Manhattan 13,MAAC,25-8,+10.21,107.2,97.0,67.7,-.008,-0.20,105.6,105.8,+3.46
74,75,Vermont 7,AE,22-11,+10.16,109.9,99.7,62.1,-.064,-3.91,101.8,105.7,+7.39
75,76,Iona 6,MAAC,22-11,+10.14,118.6,108.5,68.6,-.024,+0.89,105.5,104.6,+8.19
76,77,Miami FL,ACC,17-16,+9.88,109.2,99.3,57.0,-.045,+5.70,107.2,101.5,-3.54
77,78,Georgia 2,SEC,20-14,+9.40,109.0,99.6,62.8,+.033,+5.06,107.2,102.2,-3.80
78,79,UNLV,MWC,20-13,+9.15,108.2,99.0,65.2,-.048,+0.46,105.5,105.0,-7.31
79,80,Texas Tech,B12,14-18,+9.01,111.4,102.4,59.9,-.053,+9.58,110.7,101.1,-2.67
80,81,Penn St.,B10,16-18,+9.00,110.3,101.3,64.4,-.049,+7.64,107.7,100.1,-2.52
81,82,Tulsa 13,CUSA,21-13,+8.93,106.1,97.2,66.8,-.023,+0.57,104.9,104.3,+2.81
82,83,Mississippi,SEC,19-14,+8.87,111.2,102.3,68.1,-.006,+5.13,106.5,101.3,-0.73
83,84,St. Bonaventure,A10,18-15,+8.75,111.2,102.4,65.8,-.066,+4.20,106.9,102.7,-2.38
84,85,Cleveland St.,Horz,21-12,+8.67,110.6,102.0,62.4,-.052,+0.62,105.4,104.8,+1.70
85,86,Alabama,SEC,13-19,+8.54,107.8,99.2,62.0,-.091,+9.14,110.3,101.2,+5.93
86,87,Mercer 14,ASun,27-9,+8.34,110.8,102.4,63.6,+.022,-4.44,103.6,108.0,+4.65
87,88,San Francisco 4,WCC,21-12,+8.26,112.5,104.3,63.6,+.051,+4.01,108.0,104.0,-0.10
88,89,Middle Tennessee,CUSA,24-9,+8.24,105.3,97.0,62.6,+.047,-1.84,103.3,105.1,-2.15
89,90,UC Irvine 8,BW,23-12,+8.16,103.9,95.7,62.8,-.020,-1.07,105.9,107.0,+1.82
90,91,Richmond,A10,19-14,+7.99,105.3,97.3,61.8,+.026,+4.95,107.5,102.5,-0.29
91,92,North Carolina Central 14,MEAC,28-6,+7.98,108.6,100.7,62.3,+.040,-10.35,98.1,108.5,-1.94
92,93,Purdue,B10,15-17,+7.89,108.4,100.5,67.2,-.040,+7.85,108.7,100.8,-5.95
93,94,Seton Hall,BE,17-17,+7.86,108.8,100.9,64.2,-.060,+4.73,108.3,103.6,-9.12
94,95,Northern Iowa,MVC,16-15,+7.86,113.0,105.1,64.1,-.080,+3.43,106.1,102.7,+8.35
95,96,Notre Dame,ACC,15-17,+7.70,113.5,105.8,62.7,-.063,+6.52,108.7,102.2,-2.88
96,97,Belmont 5,OVC,26-10,+7.10,113.9,106.8,67.7,+.058,-1.37,104.9,106.3,+5.34
97,98,Washington,P12,17-15,+6.78,111.8,105.0,66.7,+.037,+5.92,107.9,102.0,-4.23
98,99,Butler,BE,14-17,+6.74,106.0,99.3,61.9,-.056,+6.79,108.8,102.0,-3.05
99,100,Princeton,Ivy,21-9,+6.46,106.4,99.9,63.2,+.014,-2.05,104.1,106.2,-2.68
100,101,Buffalo,MAC,19-10,+6.36,109.7,103.4,66.6,-.033,-2.39,101.7,104.1,-1.24
101,102,UC Santa Barbara,BW,21-9,+6.25,110.6,104.4,62.1,+.056,-0.35,104.8,105.2,+5.07
102,103,UTEP,CUSA,23-11,+6.02,105.3,99.3,63.0,+.015,-2.23,104.1,106.3,-0.40
103,104,Toledo 6,MAC,27-7,+5.97,115.0,109.1,67.0,+.111,-1.65,102.7,104.4,-1.68
104,105,La Salle,A10,15-16,+5.88,106.3,100.4,62.7,+.002,+5.92,108.0,102.1,+2.37
105,106,Delaware 13,CAA,25-10,+5.83,112.0,106.2,70.4,+.064,-0.68,105.2,105.9,+2.88
106,107,Oregon St.,P12,16-16,+5.81,112.5,106.7,65.5,+.005,+5.78,108.6,102.8,-4.96
107,108,Indiana St. 6,MVC,23-11,+5.61,106.8,101.2,65.3,+.082,+1.65,106.0,104.4,+0.23
108,109,Vanderbilt,SEC,15-16,+5.49,104.1,98.6,61.9,+.019,+6.14,107.6,101.4,-0.88
109,110,Texas A&M,SEC,18-16,+5.41,101.4,95.9,61.8,-.013,+2.04,105.5,103.5,-10.94
110,111,Portland,WCC,15-16,+5.40,109.2,103.8,64.9,-.110,+0.79,106.3,105.5,-8.19
111,112,South Carolina,SEC,14-20,+5.30,107.5,102.2,65.4,-.052,+7.36,108.3,100.9,+0.34
112,113,Louisiana Lafayette 14,SB,23-12,+5.19,110.2,105.0,68.5,+.038,-0.57,105.0,105.6,+4.65
113,114,Georgia Tech,ACC,16-17,+5.17,104.8,99.6,64.2,-.002,+6.28,108.5,102.2,-5.68
114,115,Rhode Island,A10,14-18,+5.06,104.4,99.3,64.1,-.067,+4.82,106.8,102.0,-2.59
115,116,Fresno St.,MWC,21-18,+5.05,110.2,105.2,65.7,+.013,+3.86,106.2,102.3,+5.20
116,117,Wake Forest,ACC,17-16,+4.99,106.6,101.6,66.4,+.059,+7.26,109.5,102.2,-6.16
117,118,Wyoming,MWC,18-15,+4.99,105.5,100.5,59.4,-.053,+1.70,106.0,104.3,-4.87
118,119,Columbia,Ivy,21-13,+4.67,107.6,103.0,59.9,-.013,-2.35,103.2,105.5,-3.07
119,120,American 15,Pat,20-13,+4.57,103.4,98.9,59.7,+.007,-2.59,103.6,106.2,-0.10
120,121,Utah St.,MWC,18-14,+4.48,109.8,105.3,62.2,+.009,+1.99,105.8,103.8,-5.53
121,122,Auburn,SEC,14-16,+4.39,109.8,105.4,66.0,-.025,+4.61,106.8,102.2,-7.93
122,123,Davidson 7,SC,20-13,+4.18,113.3,109.1,66.1,-.013,-4.71,102.4,107.1,+8.01
123,124,Canisius,MAAC,21-13,+4.14,112.5,108.3,65.3,+.022,-1.19,104.9,106.1,+1.69
124,125,Eastern Kentucky 15,OVC,24-10,+3.96,112.4,108.4,64.2,+.036,-4.97,104.1,109.0,-5.04
125,126,Boston University 7,Pat,24-11,+3.82,106.3,102.5,65.1,+.077,-2.58,103.4,106.0,+3.22
126,127,Ohio,MAC,25-12,+3.76,106.5,102.7,64.3,+.035,-2.00,103.1,105.1,-1.10
127,128,Colorado St.,MWC,16-16,+3.51,110.5,107.0,64.9,-.073,+0.84,105.4,104.6,-7.23
128,129,Drexel,CAA,16-14,+3.47,105.2,101.8,62.4,-.032,+0.37,105.7,105.4,+6.42
129,130,Towson,CAA,25-11,+3.45,110.6,107.2,63.9,+.080,-3.45,103.7,107.1,-4.90
130,131,Western Michigan 14,MAC,23-10,+3.36,106.3,103.0,65.2,+.098,-1.86,103.9,105.7,-3.25
131,132,Houston,Amer,17-16,+3.35,111.1,107.7,65.4,+.057,+4.37,105.9,101.5,-9.04
132,133,Wright St.,Horz,21-15,+3.35,100.4,97.1,63.4,-.062,-2.58,103.9,106.5,-7.41
133,134,Northwestern,B10,14-19,+3.33,98.3,94.9,59.9,+.033,+9.51,110.2,100.7,-3.83
134,135,Murray St.,OVC,23-11,+3.23,109.0,105.8,66.2,+.032,-4.46,104.3,108.8,+2.86
135,136,Eastern Michigan,MAC,22-15,+3.17,98.5,95.3,63.0,+.019,+0.36,105.4,105.0,+8.94
136,137,Hawaii,BW,20-11,+3.03,111.0,108.0,66.9,-.045,-3.89,104.0,107.9,-4.32
137,138,San Diego,WCC,18-17,+2.98,105.4,102.5,61.7,-.020,+2.08,107.3,105.3,-4.75
138,139,Denver,Sum,16-15,+2.86,110.6,107.7,57.8,-.030,+0.32,105.3,105.0,+3.83
139,140,South Dakota St.,Sum,19-13,+2.77,107.0,104.2,65.5,-.003,-1.49,104.7,106.2,+1.45
140,141,George Mason,A10,11-20,+2.67,105.8,103.2,65.0,-.036,+5.64,107.7,102.1,+1.77
141,142,Boston College,ACC,8-24,+2.44,114.3,111.8,61.2,-.073,+10.29,109.8,99.5,+8.59
142,143,Nevada,MWC,15-17,+2.21,109.5,107.3,63.4,+.027,+3.20,107.3,104.1,+1.31
143,144,Long Beach St.,BW,15-17,+2.17,104.9,102.7,64.6,-.023,+2.95,107.3,104.4,+13.73
144,145,Akron,MAC,21-13,+2.10,105.0,102.9,64.0,+.073,-0.80,103.7,104.5,+0.10
145,146,IPFW,Sum,25-11,+2.08,110.1,108.0,65.7,+.062,-3.63,103.2,106.8,-4.90
146,147,Illinois St.,MVC,18-16,+1.98,101.9,99.9,66.7,+.029,+1.34,105.5,104.1,+2.30
147,148,Pacific,WCC,18-16,+1.98,109.5,107.5,66.1,+.057,+3.53,107.8,104.3,+1.32
148,149,Quinnipiac,MAAC,20-12,+1.89,111.3,109.4,68.3,+.055,-1.69,103.7,105.3,-1.31
149,150,Temple,Amer,9-22,+1.68,110.7,109.1,66.3,-.078,+7.08,108.4,101.3,+2.40
150,151,USC,P12,11-21,+1.53,103.5,102.0,68.4,-.014,+8.70,109.7,101.0,-0.45
151,152,Duquesne,A10,13-17,+1.53,110.6,109.0,66.5,-.053,+1.68,104.4,102.7,-9.59
152,153,Yale,Ivy,19-14,+1.29,102.8,101.5,63.5,+.080,+0.85,105.6,104.7,+1.83
153,154,Santa Clara,WCC,14-19,+1.18,107.3,106.1,63.8,-.043,+3.18,107.6,104.5,-3.87
154,155,UCF,Amer,13-18,+1.05,107.1,106.1,66.3,-.047,+5.55,107.4,101.9,-8.88
155,156,UAB,CUSA,18-13,+1.02,104.1,103.1,66.8,-.009,-1.94,102.8,104.7,-3.02
156,157,Missouri St.,MVC,20-13,+1.01,106.5,105.5,63.0,+.114,+0.73,104.8,104.0,-2.81
157,158,Holy Cross,Pat,20-14,+0.98,104.5,103.5,62.7,+.027,-2.60,103.1,105.7,+0.54
158,159,Pepperdine,WCC,15-16,+0.93,107.8,106.9,64.9,+.025,+2.95,107.1,104.2,-3.98
159,160,Bucknell,Pat,16-14,+0.91,103.0,102.1,62.9,-.042,-2.59,103.4,106.0,+2.46
160,161,Arkansas St.,SB,19-13,+0.59,106.6,106.0,66.6,+.003,-3.49,103.0,106.5,-4.87
161,162,Brown,Ivy,15-14,+0.59,101.1,100.5,68.3,-.118,-3.89,102.2,106.1,-6.73
162,163,Valparaiso,Horz,18-16,+0.50,104.2,103.7,63.4,-.028,-0.48,104.5,105.0,+0.15
163,164,Siena,MAAC,20-18,+0.33,101.6,101.3,64.6,+.041,-0.36,105.8,106.2,+2.95
164,165,Southern Illinois,MVC,14-19,+0.17,106.1,106.0,61.5,-.061,+0.30,104.9,104.6,-2.86
165,166,William & Mary,CAA,20-12,+0.12,112.6,112.4,63.5,+.095,-2.05,103.4,105.4,-1.89
166,167,USC Upstate,ASun,19-15,+0.10,105.0,104.9,64.2,-.059,-5.48,103.1,108.6,+1.74
167,168,Milwaukee 15,Horz,21-14,+0.08,104.7,104.6,65.8,+.119,+0.03,104.4,104.4,-2.92
168,169,Stony Brook,AE,23-11,+0.00,105.4,105.4,64.4,+.015,-7.84,99.6,107.4,-2.03
169,170,Rutgers,Amer,12-21,-0.37,106.5,106.9,66.4,-.012,+4.95,107.3,102.4,-5.41
170,171,Charlotte,CUSA,17-14,-0.54,102.7,103.2,67.5,+.046,-2.15,103.1,105.3,-2.97
171,172,Weber St. 16,BSky,19-12,-0.62,106.4,107.0,62.9,-.009,-6.78,103.3,110.0,+6.69
172,173,Robert Morris 8,NEC,22-14,-0.65,105.8,106.5,64.2,+.093,-2.90,104.7,107.6,+5.14
173,174,Virginia Tech,ACC,9-22,-0.68,100.1,100.8,62.3,-.080,+6.13,108.8,102.6,-7.09
174,175,Old Dominion,CUSA,18-18,-0.72,100.7,101.4,62.5,+.005,-1.37,103.6,105.0,-0.55
175,176,Cal Poly 16,BW,14-20,-0.82,103.6,104.4,58.8,-.044,+2.38,107.4,105.0,+10.19
176,177,Nebraska Omaha,Sum,17-15,-0.86,104.5,105.4,72.2,-.053,-2.51,104.2,106.7,-1.98
177,178,Loyola Marymount,WCC,13-19,-0.94,105.7,106.6,67.8,+.048,+4.78,108.4,103.6,+0.92
178,179,Western Kentucky,SB,20-12,-0.97,101.1,102.1,64.4,+.113,-2.27,103.8,106.1,-1.14
179,180,Morehead St.,OVC,20-14,-1.02,102.9,103.9,67.5,+.038,-3.13,104.6,107.7,+1.03
180,181,Albany 16,AE,19-15,-1.04,102.9,103.9,61.6,+.002,-5.12,101.5,106.6,+0.91
181,182,Florida Gulf Coast 8,ASun,22-13,-1.08,100.0,101.1,66.2,+.011,-7.17,102.6,109.8,-2.98
182,183,DePaul,BE,12-21,-1.19,106.1,107.3,65.6,+.032,+8.44,109.5,101.0,-0.75
183,184,Colgate,Pat,13-18,-1.28,108.5,109.7,62.4,-.149,-4.06,102.3,106.3,-2.64
184,185,Northwestern St.,Slnd,17-14,-1.31,108.6,109.9,74.2,-.019,-4.75,103.1,107.9,+10.12
185,186,Youngstown St.,Horz,15-17,-1.33,107.9,109.3,66.0,-.053,-0.58,104.6,105.2,-2.59
186,187,Drake,MVC,15-16,-1.46,105.0,106.5,62.9,+.024,+0.86,105.7,104.8,-0.03
187,188,Oral Roberts,Slnd,17-16,-1.53,108.0,109.6,62.8,-.058,-4.70,102.4,107.1,+10.43
188,189,Wagner,NEC,19-12,-1.70,98.6,100.3,66.6,+.016,-6.85,102.6,109.5,-0.25
189,190,Washington St.,P12,10-21,-1.84,101.7,103.6,60.5,-.042,+7.58,108.9,101.3,-3.55
190,191,South Florida,Amer,12-20,-1.90,102.4,104.3,63.9,+.018,+3.85,106.3,102.4,-6.07
191,192,Wofford 15,SC,20-13,-1.94,100.6,102.6,60.5,+.025,-5.87,103.5,109.3,+7.63
192,193,Kent St.,MAC,16-16,-2.11,104.1,106.2,64.7,-.022,-2.78,102.3,105.0,-4.36
193,194,Oakland,Horz,13-20,-2.16,109.9,112.0,67.1,+.025,+3.70,105.8,102.1,+9.47
194,195,Detroit,Horz,13-19,-2.23,101.4,103.6,66.0,-.048,+0.88,105.5,104.6,+1.00
195,196,Bryant,NEC,18-14,-2.54,106.0,108.5,65.3,+.029,-4.92,102.2,107.1,+2.74
196,197,Sam Houston St.,Slnd,24-11,-2.57,105.8,108.4,64.5,+.073,-8.37,101.3,109.7,-4.04
197,198,Southern,SWAC,19-13,-2.58,97.6,100.2,65.6,-.035,-9.63,99.2,108.8,+12.66
198,199,St. Francis NY,NEC,18-14,-2.65,98.9,101.5,65.0,+.006,-5.57,103.4,109.0,+0.23
199,200,College of Charleston,CAA,14-18,-2.83,98.1,100.9,60.7,-.067,-2.86,104.1,107.0,-3.27
200,201,Fordham,A10,10-21,-2.86,108.8,111.7,67.5,-.035,+5.09,105.9,100.8,-3.67
201,202,Elon,SC,18-14,-2.95,104.6,107.5,64.4,+.033,-4.75,103.4,108.2,+5.35
202,203,Northeastern,CAA,11-21,-3.16,101.4,104.5,63.2,-.047,+0.26,104.9,104.7,+3.13
203,204,Utah Valley 7,WAC,20-12,-3.19,102.8,106.0,61.1,+.121,-4.50,103.1,107.6,-0.78
204,205,Mississippi St.,SEC,14-19,-3.35,100.3,103.6,66.8,+.032,+1.92,105.3,103.3,-14.41
205,206,Marist,MAAC,12-19,-3.87,101.6,105.5,64.4,-.021,-0.98,104.6,105.6,+1.81
206,207,Bowling Green,MAC,12-20,-3.90,93.0,96.9,65.0,-.028,-0.21,104.1,104.3,+0.10
207,208,Northern Illinois,MAC,15-17,-3.94,94.4,98.3,61.5,+.019,-2.38,102.9,105.2,-3.35
208,209,Mount St. Mary's 16,NEC,16-17,-3.96,107.8,111.7,68.2,+.031,-4.27,102.7,107.0,+3.09
209,210,VMI,BSth,22-13,-3.97,108.3,112.2,73.3,+.061,-6.32,102.9,109.2,-0.15
210,211,Evansville,MVC,14-19,-4.19,103.1,107.3,65.6,+.007,+1.26,105.4,104.2,-2.10
211,212,TCU,B12,9-22,-4.34,99.4,103.7,63.8,+.007,+10.02,110.9,100.9,-6.41
212,213,Hampton,MEAC,18-13,-4.38,96.4,100.8,69.7,-.000,-9.45,100.2,109.7,-2.94
213,214,Bradley,MVC,12-20,-4.38,100.2,104.6,62.5,-.050,-1.70,104.4,106.1,-7.33
214,215,UT Arlington,SB,15-17,-4.42,105.9,110.3,68.2,+.059,-0.49,104.5,104.9,+5.69
215,216,Montana,BSky,17-13,-4.45,107.4,111.9,59.8,+.002,-6.45,103.7,110.1,+4.97
216,217,Rider,MAAC,14-17,-4.52,106.9,111.4,65.4,+.041,-1.48,103.9,105.4,-1.33
217,218,Miami OH,MAC,13-18,-4.63,98.9,103.5,65.4,+.076,+0.26,104.6,104.4,+4.24
218,219,Arkansas Little Rock,SB,15-17,-4.70,101.1,105.8,66.3,+.060,-0.35,104.6,105.0,+7.34
219,220,Charleston Southern,BSth,13-18,-4.88,106.1,111.0,65.7,-.182,-5.51,103.3,108.8,+6.90
220,221,Coastal Carolina 16,BSth,21-13,-4.98,98.2,103.2,65.6,+.040,-8.10,102.1,110.2,-4.94
221,222,Dartmouth,Ivy,12-16,-4.99,103.6,108.6,62.8,-.079,-3.12,102.3,105.5,-6.84
222,223,Cal St. Northridge,BW,17-18,-5.10,106.3,111.4,67.5,+.029,-3.53,103.6,107.1,-6.09
223,224,Morgan St.,MEAC,15-16,-5.11,100.4,105.5,67.5,+.005,-5.91,101.0,106.9,+6.11
224,225,Cal St. Bakersfield,WAC,13-19,-5.12,100.8,105.9,63.6,-.088,-4.84,103.2,108.0,-3.13
225,226,Southeast Missouri St.,OVC,18-14,-5.22,108.4,113.7,69.0,-.013,-8.06,101.9,110.0,-7.82
226,227,Northern Colorado,BSky,18-14,-5.30,108.8,114.1,62.7,-.017,-7.90,102.0,109.9,-0.85
227,228,Army,Pat,15-16,-5.31,105.1,110.4,67.0,+.016,-4.44,102.3,106.7,-8.02
228,229,Winthrop,BSth,20-13,-5.41,103.2,108.6,64.3,+.060,-6.91,101.9,108.8,+0.45
229,230,Texas A&M Corpus Chris,Slnd,18-16,-5.47,105.2,110.6,60.5,+.016,-8.48,102.1,110.6,-3.28
230,231,FIU,CUSA,15-16,-5.48,101.4,106.9,64.7,+.054,-2.55,103.3,105.9,-2.84
231,232,North Texas,CUSA,16-16,-5.56,99.4,104.9,66.9,+.047,-2.74,103.0,105.8,-3.08
232,233,Eastern Washington,BSky,15-16,-5.56,105.7,111.3,69.0,-.028,-5.44,103.2,108.7,+6.45
233,234,Hartford,AE,17-16,-5.62,102.2,107.8,61.9,+.028,-6.73,100.3,107.1,-1.38
234,235,UNC Asheville,BSth,17-15,-5.75,106.7,112.5,69.0,+.026,-5.70,103.1,108.8,+3.00
235,236,Marshall,CUSA,11-22,-5.82,99.9,105.7,66.9,-.109,-1.81,103.1,104.9,-1.02
236,237,Western Carolina,SC,19-15,-5.82,103.7,109.5,65.6,+.028,-6.22,102.2,108.4,+1.92
237,238,Saint Peter's,MAAC,14-17,-5.86,98.1,103.9,60.5,+.059,-2.77,104.0,106.8,-6.58
238,239,East Carolina,CUSA,17-17,-5.88,106.0,111.8,63.7,+.008,-3.25,102.9,106.1,-6.45
239,240,Seattle,WAC,13-17,-5.95,100.4,106.3,65.3,-.065,-4.74,103.4,108.1,-3.04
