,Rank,School,W-L,SOS,Opponent Winning Pct.,Rank,W-L,SOS,Rank,RPI
44,44,Washington,18-15,0.5610,0.5735 (40),94,8-5,0.5263,88,0.5465
45,45,Boston College,16-17,0.5605,0.5702 (47),211,8-5,0.4893,113,0.5288
46,46,Northern Iowa,17-14,0.5594,0.5753 (34),10,6-6,0.5828,83,0.5511
47,47,Michigan,25-7,0.5594,0.5595 (68),187,12-0,0.4977,21,0.6176
48,48,Missouri,23-10,0.5592,0.5738 (38),81,11-2,0.5307,36,0.5980
49,49,Notre Dame,25-9,0.5583,0.5634 (54),265,12-1,0.4647,35,0.5981
50,50,Indiana State,17-14,0.5574,0.5707 (45),19,7-4,0.5682,72,0.5574
51,51,Nevada,11-19,0.5572,0.5634 (56),185,8-5,0.4983,173,0.4980
52,52,Rutgers,15-16,0.5564,0.5620 (59),235,9-2,0.4777,110,0.5309
53,53,Boise State,19-10,0.5563,0.5581 (69),202,10-2,0.4923,44,0.5903
54,54,Wyoming,17-13,0.5560,0.5625 (57),192,12-0,0.4963,73,0.5565
55,55,West Virginia,13-19,0.5556,0.5621 (58),99,7-6,0.5254,147,0.5122
56,56,Air Force,15-13,0.5555,0.5641 (52),255,7-4,0.4698,79,0.5532
57,57,Providence,17-14,0.5553,0.5605 (66),266,8-4,0.4638,90,0.5461
58,58,Tennessee,20-12,0.5544,0.5637 (53),44,8-4,0.5464,59,0.5688
59,59,Vanderbilt,16-17,0.5543,0.5679 (50),71,6-6,0.5355,108,0.5316
60,60,Xavier,17-14,0.5541,0.5606 (64),49,8-6,0.5448,87,0.5470
61,61,Rhode Island,8-21,0.5538,0.5653 (51),73,5-8,0.5349,201,0.4783
62,62,Temple,23-9,0.5531,0.5605 (65),67,12-3,0.5375,41,0.5912
63,63,Texas A&M,18-15,0.5531,0.5728 (42),62,10-3,0.5399,101,0.5389
64,64,Seton Hall,15-18,0.5529,0.5603 (67),253,11-2,0.4700,138,0.5185
65,65,Texas,16-16,0.5529,0.5515 (82),161,8-4,0.5061,116,0.5283
66,66,Northwestern,13-19,0.5521,0.5554 (72),231,9-4,0.4796,168,0.5011
67,67,Utah,13-18,0.5515,0.5620 (60),272,6-4,0.4590,161,0.5081
68,68,Georgia,15-17,0.5506,0.5578 (70),127,6-7,0.5160,140,0.5162
69,69,Purdue,15-17,0.5504,0.5504 (84),254,7-6,0.4700,136,0.5187
70,70,Kentucky,21-11,0.5503,0.5544 (73),59,9-4,0.5403,57,0.5735
71,71,Pittsburgh,24-8,0.5491,0.5521 (81),269,12-1,0.4616,43,0.5904
72,72,Massachusetts,21-11,0.5490,0.5543 (74),72,10-3,0.5351,56,0.5747
73,73,Memphis,30-4,0.5477,0.5609 (63),60,11-4,0.5402,12,0.6283
74,74,Southern Miss,23-9,0.5472,0.5634 (55),77,9-4,0.5319,31,0.6039
75,75,Gonzaga,30-2,0.5472,0.5541 (75),33,12-2,0.5560,6,0.6439
76,76,Alabama,20-12,0.5469,0.5527 (78),78,7-5,0.5315,60,0.5655
77,77,La Salle,21-9,0.5468,0.5525 (79),101,10-3,0.5248,46,0.5900
78,78,Wake Forest,13-18,0.5458,0.5506 (83),228,7-5,0.4799,170,0.4994
79,79,Texas-El Paso,18-14,0.5456,0.5616 (62),14,7-7,0.5732,95,0.5436
80,80,Fordham,7-24,0.5446,0.5536 (76),115,4-11,0.5196,230,0.4629
81,81,Missouri State,9-22,0.5443,0.5570 (71),118,1-10,0.5187,203,0.4758
82,82,Creighton,27-7,0.5442,0.5489 (87),52,11-2,0.5428,25,0.6091
83,83,Virginia Tech,13-19,0.5435,0.5481 (88),256,9-4,0.4694,176,0.4951
84,84,Richmond,18-14,0.5433,0.5522 (80),147,10-5,0.5090,91,0.5449
85,85,Drake,14-17,0.5422,0.5497 (85),100,6-5,0.5253,144,0.5136
86,86,George Washington,13-17,0.5419,0.5475 (90),179,6-7,0.5008,143,0.5138
87,87,Belmont,24-6,0.5413,0.5616 (61),2,8-4,0.6028,19,0.6181
88,88,Arkansas,19-13,0.5403,0.5466 (91),132,9-4,0.5146,94,0.5439
89,89,Saint Joseph's,18-13,0.5395,0.5431 (96),128,9-4,0.5156,82,0.5513
90,90,Duquesne,8-22,0.5393,0.5476 (89),120,7-7,0.5176,228,0.4633
91,91,Wichita State,26-8,0.5379,0.5436 (95),69,12-1,0.5374,37,0.5960
92,92,East Carolina,14-12,0.5376,0.5531 (77),129,5-4,0.5154,104,0.5368
93,93,Maryland,22-12,0.5376,0.5375 (98),305,12-1,0.4463,71,0.5576
94,94,Brigham Young,20-11,0.5374,0.5438 (94),55,10-4,0.5426,63,0.5613
95,95,Dayton,17-14,0.5370,0.5369 (99),180,10-4,0.5001,114,0.5287
96,96,St. Mary's,26-6,0.5369,0.5462 (93),113,11-3,0.5199,29,0.6048
97,97,Washington State,13-19,0.5362,0.5367 (101),259,9-4,0.4688,189,0.4873
98,98,Texas Tech,11-20,0.5339,0.5367 (102),318,7-4,0.4371,216,0.4676
99,99,Detroit,18-12,0.5338,0.5495 (86),22,6-7,0.5669,64,0.5605
100,100,San Diego,14-18,0.5332,0.5464 (92),194,5-8,0.4959,165,0.5061
101,101,Oregon,26-8,0.5329,0.5283 (113),245,11-2,0.4739,47,0.5898
102,102,Evansville,17-14,0.5317,0.5379 (97),135,7-5,0.5133,106,0.5350
103,103,Iowa,21-12,0.5313,0.5232 (122),311,11-2,0.4422,81,0.5525
104,104,Charlotte,21-11,0.5312,0.5340 (105),237,12-2,0.4776,68,0.5586
105,105,DePaul,11-21,0.5309,0.5287 (112),336,9-4,0.4185,204,0.4757
106,106,LSU,19-12,0.5298,0.5315 (108),234,9-2,0.4786,86,0.5474
107,107,UAB,15-17,0.5296,0.5369 (100),181,7-7,0.4998,145,0.5130
108,108,Arizona State,21-12,0.5293,0.5290 (111),299,11-2,0.4486,89,0.5463
109,109,St. Bonaventure,14-15,0.5293,0.5297 (110),174,7-6,0.5021,139,0.5173
110,110,Oregon State,14-18,0.5283,0.5278 (115),273,10-3,0.4589,181,0.4942
111,111,Loyola Marymount,10-22,0.5262,0.5341 (104),213,6-6,0.4884,211,0.4703
112,112,Georgia Tech,16-15,0.5259,0.5185 (128),314,10-2,0.4406,149,0.5112
113,113,Illinois State,18-15,0.5254,0.5258 (118),208,9-4,0.4905,118,0.5267
114,114,San Francisco,13-16,0.5253,0.5275 (116),149,6-6,0.5084,167,0.5031
115,115,Mississippi State,10-22,0.5253,0.5274 (117),300,5-7,0.4485,231,0.4618
116,116,New Mexico State,23-10,0.5246,0.5317 (107),15,6-6,0.5731,55,0.5768
117,117,Clemson,13-18,0.5244,0.5191 (127),323,8-4,0.4325,185,0.4908
118,118,Virginia,21-11,0.5244,0.5215 (125),304,10-3,0.4466,76,0.5549
119,119,Portland,9-21,0.5239,0.5280 (114),178,5-8,0.5012,232,0.4609
120,120,Ole Miss,26-8,0.5235,0.5183 (129),271,11-2,0.4600,48,0.5891
121,121,Tennessee State,16-14,0.5232,0.5360 (103),68,4-8,0.5374,105,0.5353
122,122,UCF,18-11,0.5230,0.5256 (119),195,9-4,0.4954,102,0.5379
123,123,Tulsa,16-15,0.5222,0.5307 (109),153,7-6,0.5078,128,0.5209
124,124,TCU,10-21,0.5217,0.5183 (130),327,8-4,0.4306,238,0.4560
125,125,Auburn,9-23,0.5215,0.5177 (131),293,6-7,0.4510,252,0.4495
126,126,Morehead State,13-18,0.5207,0.5326 (106),38,4-9,0.5519,174,0.4977
127,127,Marshall,12-19,0.5202,0.5226 (124),248,6-8,0.4729,208,0.4728
128,128,Santa Clara,19-11,0.5165,0.5173 (132),172,10-3,0.5033,100,0.5391
129,129,Middle Tennessee,28-5,0.5159,0.5238 (121),9,8-3,0.5837,28,0.6051
130,130,Idaho,11-18,0.5145,0.5228 (123),102,4-6,0.5245,196,0.4828
131,131,Akron,25-6,0.5134,0.5240 (120),58,9-4,0.5410,42,0.5906
132,132,Cleveland State,11-18,0.5094,0.5201 (126),133,6-6,0.5142,199,0.4791
133,133,Louisiana-Monroe,4-23,0.5074,0.5145 (135),32,1-5,0.5565,305,0.4131
134,134,Denver,21-9,0.5071,0.5088 (139),83,5-6,0.5302,65,0.5602
135,135,Florida International,18-14,0.5070,0.5162 (133),96,5-4,0.5260,111,0.5288
136,136,Iona,20-13,0.5069,0.5103 (136),87,6-6,0.5295,98,0.5407
137,137,Pacific,20-12,0.5038,0.5089 (138),6,4-7,0.5859,97,0.5407
138,138,Oakland,14-16,0.5033,0.5079 (140),20,4-9,0.5680,152,0.5105
139,139,Long Beach State,17-13,0.5032,0.5040 (147),8,2-8,0.5847,115,0.5285
140,140,Rice,4-25,0.5031,0.5076 (141),264,3-9,0.4651,324,0.3996
141,141,Texas-Arlington,19-13,0.5029,0.5090 (137),200,6-5,0.4923,120,0.5257
142,142,Canisius,18-13,0.5026,0.5055 (145),97,7-5,0.5258,112,0.5288
143,143,South Dakota,8-20,0.5021,0.5158 (134),31,3-8,0.5567,241,0.4550
144,144,Manhattan,14-18,0.5012,0.5055 (144),196,3-8,0.4947,183,0.4921
145,145,Louisiana-Lafayette,12-20,0.5011,0.5045 (146),155,3-7,0.5073,221,0.4656
146,146,Ohio,24-9,0.5007,0.5034 (148),165,9-6,0.5041,67,0.5590
147,147,Buffalo,12-20,0.4993,0.5010 (155),140,3-10,0.5121,217,0.4669
148,148,Southern Illinois,13-17,0.4988,0.4885 (180),316,7-4,0.4389,193,0.4855
149,149,Kent State,19-13,0.4988,0.5022 (150),158,9-5,0.5066,132,0.5200
150,150,Niagara,19-13,0.4986,0.5026 (149),111,5-7,0.5217,123,0.5229
151,151,Santa Barbara,9-20,0.4983,0.5011 (154),30,2-8,0.5568,245,0.4517
152,152,Valparaiso,25-7,0.4977,0.4983 (158),219,10-4,0.4850,58,0.5730
153,153,Miami (Ohio),8-22,0.4976,0.5021 (151),131,4-8,0.5146,258,0.4446
154,154,Arkansas-Little Rock,16-15,0.4967,0.4996 (156),125,5-5,0.5162,171,0.4986
155,155,San Jose State,8-20,0.4965,0.5060 (142),214,5-5,0.4880,261,0.4438
156,156,Illinois-Chicago,16-15,0.4961,0.4978 (159),188,8-5,0.4972,169,0.4999
157,157,UMKC,7-24,0.4960,0.5057 (143),105,2-12,0.5237,284,0.4333
158,158,Green Bay,17-15,0.4956,0.4931 (166),243,5-8,0.4760,160,0.5082
159,159,California Irvine,18-15,0.4950,0.4964 (161),66,5-7,0.5378,126,0.5217
160,160,Pepperdine,11-18,0.4948,0.4896 (176),324,7-5,0.4316,212,0.4700
161,161,Loyola-Maryland,21-11,0.4948,0.4962 (163),119,9-4,0.5178,99,0.5406
162,162,Western Kentucky,19-15,0.4946,0.4923 (169),130,5-5,0.5151,150,0.5112
163,163,Eastern Kentucky,22-9,0.4941,0.5016 (153),215,9-4,0.4870,69,0.5585
164,164,South Carolina,14-18,0.4940,0.4807 (195),321,10-3,0.4331,227,0.4634
165,165,Sacred Heart,9-20,0.4933,0.5017 (152),75,2-9,0.5339,253,0.4494
166,166,Princeton,16-11,0.4929,0.4969 (160),36,6-7,0.5535,125,0.5223
167,167,Utah State,20-10,0.4924,0.4929 (167),210,9-2,0.4902,109,0.5311
168,168,Rider,18-14,0.4923,0.4964 (162),184,6-7,0.4984,146,0.5125
169,169,Lafayette,18-15,0.4922,0.4985 (157),246,6-10,0.4738,153,0.5104
170,170,George Mason,18-14,0.4921,0.4913 (172),35,7-5,0.5542,162,0.5079
171,171,Oral Roberts,17-14,0.4912,0.4928 (168),12,4-8,0.5774,151,0.5110
172,172,Delaware,19-14,0.4898,0.4899 (175),29,5-8,0.5581,141,0.5155
173,172,Wisconsin-Milwaukee,6-24,0.4898,0.4873 (183),279,3-10,0.4577,307,0.4110
174,174,Yale,12-17,0.4890,0.4919 (171),91,4-11,0.5277,198,0.4792
175,175,South Dakota State,22-9,0.4889,0.4883 (181),46,6-6,0.5458,62,0.5643
176,176,Drexel,13-18,0.4886,0.4889 (179),79,4-8,0.5312,206,0.4736
177,177,Bradley,16-16,0.4883,0.4716 (223),339,9-4,0.4154,191,0.4856
178,178,St. Francis (N.Y.),12-18,0.4881,0.4950 (164),95,4-7,0.5262,207,0.4732
179,179,Mount St. Mary's,18-14,0.4880,0.4909 (174),169,5-6,0.5036,121,0.5241
180,180,Harvard,18-9,0.4878,0.4837 (187),43,7-6,0.5465,92,0.5447
181,181,Marist,10-21,0.4876,0.4894 (178),183,4-8,0.4988,262,0.4437
182,182,Youngstown State,14-15,0.4866,0.4821 (192),290,6-5,0.4519,188,0.4890
183,183,North Dakota State,22-9,0.4865,0.4854 (185),88,8-4,0.5291,75,0.5555
184,184,Quinnipiac,15-16,0.4865,0.4941 (165),123,4-8,0.5168,192,0.4856
185,185,North Texas,11-19,0.4863,0.4832 (190),182,4-5,0.4992,247,0.4500
186,186,Murray State,19-10,0.4859,0.4808 (194),98,8-3,0.5256,117,0.5283
187,187,Old Dominion,5-25,0.4856,0.4912 (173),116,2-10,0.5192,318,0.4033
188,188,Maryland-Baltimore County,7-23,0.4855,0.4922 (170),220,1-11,0.4843,298,0.4161
189,189,South Alabama,16-12,0.4855,0.4795 (197),252,2-5,0.4707,154,0.5103
190,190,Davidson,25-7,0.4849,0.4896 (177),16,5-6,0.5728,61,0.5653
191,191,Louisiana Tech,25-6,0.4846,0.4792 (199),223,9-3,0.4820,53,0.5775
192,192,Bucknell,27-5,0.4844,0.4833 (189),156,12-3,0.5069,51,0.5817
193,193,Central Connecticut State,13-17,0.4834,0.4835 (188),186,4-7,0.4978,200,0.4788
194,194,Northwestern State,19-8,0.4831,0.4875 (182),18,2-5,0.5689,78,0.5545
195,195,Southeastern Louisiana,11-18,0.4830,0.4857 (184),56,0-9,0.5421,226,0.4644
196,196,Texas-San Antonio,10-22,0.4822,0.4790 (200),331,5-7,0.4267,260,0.4439
197,197,Siena,8-24,0.4820,0.4776 (203),261,3-9,0.4683,295,0.4207
198,198,Tennessee Tech,10-17,0.4812,0.4740 (213),306,5-6,0.4455,243,0.4538
199,199,E. Tennessee State,9-22,0.4811,0.4827 (191),39,1-11,0.5519,275,0.4386
200,200,Florida Atlantic,13-18,0.4809,0.4739 (214),240,4-6,0.4771,218,0.4667
201,201,Bowling Green,11-19,0.4803,0.4749 (212),236,4-9,0.4776,274,0.4386
202,202,Tulane,18-14,0.4803,0.4713 (224),329,11-3,0.4302,178,0.4948
203,203,Wagner,19-12,0.4800,0.4820 (193),160,6-5,0.5062,127,0.5211
204,204,Pennsylvania,9-22,0.4800,0.4754 (211),177,3-14,0.5013,279,0.4352
205,205,Jacksonville State,15-11,0.4798,0.4735 (217),270,7-3,0.4609,142,0.5145
206,206,Lipscomb,11-18,0.4796,0.4838 (186),23,4-6,0.5665,236,0.4561
207,207,Seattle,7-22,0.4793,0.4737 (216),298,4-6,0.4494,301,0.4156
208,208,Northeastern,20-12,0.4793,0.4774 (205),92,5-7,0.5273,159,0.5084
209,209,IUPUI,4-26,0.4793,0.4761 (210),207,3-10,0.4906,326,0.3912
210,210,Wright State,20-12,0.4787,0.4704 (226),333,8-5,0.4222,130,0.5202
211,211,Florida Gulf Coast,22-10,0.4784,0.4778 (202),24,6-5,0.5607,93,0.5444
212,212,St. Francis (Pa.),5-24,0.4783,0.4765 (207),142,0-11,0.5117,322,0.4013
213,213,Towson,17-13,0.4775,0.4774 (204),141,4-8,0.5119,157,0.5098
214,214,Eastern Michigan,13-18,0.4770,0.4719 (220),110,4-8,0.5222,239,0.4557
215,215,Cal Poly,16-13,0.4769,0.4684 (229),162,3-6,0.5052,164,0.5063
216,216,Boston University,17-12,0.4761,0.4763 (208),201,6-7,0.4923,148,0.5117
217,217,Central Michigan,10-20,0.4758,0.4709 (225),173,6-7,0.5032,266,0.4415
218,218,Western Michigan,19-12,0.4756,0.4717 (221),193,8-5,0.4960,129,0.5203
219,219,Hofstra,6-25,0.4753,0.4738 (215),204,2-10,0.4909,325,0.3966
220,220,Texas A&M-Corpus Christi,5-23,0.4752,0.4770 (206),90,0-10,0.5288,323,0.4013
221,221,North Florida,12-19,0.4748,0.4721 (219),76,4-8,0.5336,229,0.4630
222,222,Northern Arizona,11-21,0.4745,0.4798 (196),42,3-8,0.5477,255,0.4457
223,223,Savannah State,17-14,0.4741,0.4795 (198),5,5-8,0.5886,166,0.5034
224,224,Texas State-San Marcos,11-22,0.4739,0.4610 (246),343,4-8,0.4109,272,0.4397
225,225,Georgia State,14-16,0.4735,0.4666 (231),108,4-8,0.5228,209,0.4713
226,226,Colgate,11-21,0.4734,0.4701 (227),287,6-11,0.4536,256,0.4454
227,227,Binghamton,2-27,0.4732,0.4763 (209),294,1-11,0.4510,336,0.3726
228,228,Navy,7-23,0.4730,0.4788 (201),310,5-10,0.4426,308,0.4109
229,229,Lehigh,20-9,0.4723,0.4657 (233),229,9-4,0.4797,107,0.5330
230,230,Vermont,21-11,0.4722,0.4695 (228),197,8-5,0.4945,134,0.5192
231,231,Fairleigh Dickinson,7-24,0.4720,0.4716 (222),212,5-8,0.4885,299,0.4161
232,232,American,10-20,0.4715,0.4653 (235),276,5-10,0.4587,277,0.4370
233,233,Cal State Bakersfield,10-16,0.4712,0.4626 (242),250,10-16,0.4712,237,0.4561
234,234,Hawaii,16-14,0.4711,0.4654 (234),191,6-5,0.4964,210,0.4705
235,235,Southern Methodist,14-17,0.4708,0.4495 (275),335,9-5,0.4211,219,0.4660
236,236,Monmouth,10-21,0.4706,0.4593 (250),221,5-8,0.4842,282,0.4345
237,237,St. Peter's,9-21,0.4700,0.4620 (245),315,6-5,0.4396,290,0.4271
238,238,Troy,12-21,0.4698,0.4628 (241),319,5-6,0.4367,278,0.4363
239,239,Arkansas State,18-12,0.4690,0.4583 (252),328,5-3,0.4305,163,0.5075
240,240,SIU-Edwardsville,7-18,0.4686,0.4647 (236),206,2-7,0.4908,304,0.4145
241,241,Montana,23-6,0.4685,0.4726 (218),21,2-5,0.5674,74,0.5563
242,242,New Hampshire,8-20,0.4683,0.4662 (232),288,3-8,0.4532,293,0.4250
243,243,Austin Peay,6-23,0.4683,0.4645 (237),232,2-11,0.4792,319,0.4031
244,244,Fairfield,19-15,0.4680,0.4540 (263),302,8-5,0.4482,175,0.4976
245,245,NC-Asheville,13-16,0.4680,0.4673 (230),28,3-9,0.5584,215,0.4676
246,246,Maine,10-19,0.4672,0.4632 (239),292,4-8,0.4513,265,0.4417
247,247,Tennessee-Martin,7-21,0.4668,0.4567 (256),226,2-9,0.4816,312,0.4095
248,248,Lamar,3-28,0.4647,0.4580 (254),189,2-11,0.4971,335,0.3751
249,249,Western Carolina,12-19,0.4644,0.4634 (238),144,2-9,0.5112,244,0.4518
250,250,Dartmouth,8-19,0.4639,0.4620 (244),233,3-10,0.4786,294,0.4223
251,251,Eastern Illinois,11-20,0.4634,0.4609 (247),242,5-9,0.4763,276,0.4377
252,252,Bryant University,19-11,0.4631,0.4520 (268),280,7-4,0.4572,158,0.5086
253,253,McNeese State,11-17,0.4629,0.4568 (255),34,3-5,0.5544,246,0.4500
254,254,Mercer,21-11,0.4618,0.4544 (262),163,5-6,0.5052,137,0.5185
255,255,Wofford,12-19,0.4617,0.4628 (240),138,5-7,0.5128,250,0.4496
256,256,Stetson,14-16,0.4615,0.4527 (266),148,2-8,0.5089,220,0.4659
257,257,Stony Brook,23-7,0.4614,0.4510 (270),247,8-4,0.4734,80,0.5527
258,258,College of Charleston,24-9,0.4612,0.4564 (258),159,8-4,0.5064,133,0.5193
259,259,Sam Houston State,14-17,0.4611,0.4551 (259),203,4-6,0.4914,223,0.4649
260,260,NC-Wilmington,9-20,0.4609,0.4526 (267),222,4-7,0.4828,302,0.4155
261,261,Northridge,12-17,0.4608,0.4486 (277),239,7-4,0.4775,240,0.4556
262,262,Holy Cross,12-18,0.4608,0.4499 (274),312,8-7,0.4417,251,0.4495
263,263,Winthrop,11-17,0.4607,0.4624 (243),63,4-6,0.5390,267,0.4415
264,264,Loyola-Chicago,14-16,0.4605,0.4430 (293),340,9-4,0.4135,222,0.4651
265,265,Cornell,12-18,0.4597,0.4475 (279),241,7-9,0.4768,248,0.4497
266,266,Coppin State,7-24,0.4596,0.4549 (260),86,2-12,0.5298,313,0.4094
267,267,Northern Illinois,4-25,0.4595,0.4473 (280),301,1-11,0.4483,333,0.3806
268,268,Hartford,17-13,0.4592,0.4467 (281),257,7-6,0.4694,187,0.4896
269,269,James Madison,20-14,0.4591,0.4465 (282),295,6-7,0.4507,182,0.4930
270,270,Coastal Carolina,11-15,0.4583,0.4604 (248),53,2-7,0.5428,259,0.4443
271,271,Toledo,15-13,0.4581,0.4446 (287),277,5-7,0.4584,194,0.4845
272,272,Texas Southern,17-14,0.4581,0.4593 (249),11,1-12,0.5794,184,0.4921
273,273,Robert Morris,23-10,0.4581,0.4435 (290),224,8-5,0.4818,124,0.5226
274,274,Northern Colorado,11-18,0.4578,0.4582 (253),114,0-7,0.5198,257,0.4454
275,275,Samford,10-21,0.4577,0.4534 (264),121,1-11,0.5175,291,0.4260
276,276,California Davis,14-17,0.4574,0.4456 (284),289,5-7,0.4521,234,0.4589
277,277,Army,15-15,0.4573,0.4494 (276),337,6-8,0.4167,205,0.4754
278,278,South Carolina Upstate,14-17,0.4567,0.4500 (273),190,4-7,0.4971,224,0.4648
279,279,Albany,24-10,0.4565,0.4452 (286),313,12-3,0.4410,131,0.5201
280,280,Kennesaw State,3-27,0.4565,0.4504 (271),218,1-11,0.4851,341,0.3659
281,281,Nebraska Omaha,10-19,0.4563,0.4421 (294),291,4-9,0.4516,285,0.4317
282,282,Maryland-Eastern Shore,2-26,0.4558,0.4566 (257),126,0-11,0.5160,345,0.3546
283,283,Southeast Missouri State,15-16,0.4558,0.4442 (288),282,6-7,0.4565,214,0.4677
284,284,Ball State,14-15,0.4555,0.4394 (297),284,6-6,0.4562,233,0.4590
285,285,North Dakota,14-16,0.4552,0.4546 (261),143,1-7,0.5114,225,0.4646
286,286,LIU-Brooklyn,20-13,0.4545,0.4371 (300),325,5-7,0.4316,179,0.4947
287,287,California Riverside,4-24,0.4544,0.4388 (298),326,1-9,0.4310,337,0.3720
288,288,Chattanooga,11-19,0.4540,0.4528 (265),117,3-8,0.5190,292,0.4255
289,289,South Carolina State,4-24,0.4537,0.4586 (251),198,2-9,0.4932,342,0.3657
290,290,Columbia,10-16,0.4534,0.4436 (289),251,6-6,0.4710,273,0.4392
291,291,Western Illinois,20-8,0.4528,0.4366 (302),307,6-4,0.4454,122,0.5232
292,292,Weber State,24-6,0.4522,0.4500 (272),146,4-3,0.5103,85,0.5493
293,293,Chicago State,7-21,0.4514,0.4516 (269),227,2-16,0.4803,320,0.4022
294,294,Georgia Southern,12-19,0.4511,0.4452 (285),258,4-7,0.4689,264,0.4417
295,295,Brown,12-15,0.4510,0.4334 (306),278,5-8,0.4579,242,0.4540
296,296,Nicholls State,9-21,0.4508,0.4376 (299),260,1-10,0.4686,296,0.4195
297,297,Campbell,11-19,0.4500,0.4486 (278),89,3-9,0.5290,289,0.4273
298,298,Bethune-Cookman,12-20,0.4495,0.4457 (283),151,3-10,0.5081,281,0.4348
299,299,Stephen F. Austin,23-4,0.4489,0.4331 (307),199,6-1,0.4926,66,0.5596
300,300,Southern Utah,9-20,0.4487,0.4432 (292),170,1-7,0.5036,314,0.4088
301,301,Charleston Southern,16-12,0.4483,0.4433 (291),93,2-7,0.5266,190,0.4870
302,302,Houston,18-12,0.4457,0.4214 (322),347,10-2,0.3725,197,0.4804
303,303,Idaho State,5-24,0.4449,0.4369 (301),244,0-9,0.4744,338,0.3717
304,304,NC-Greensboro,7-22,0.4447,0.4354 (304),205,0-9,0.4908,327,0.3909
