,Rank,School,W-L,SOS,Opponent Winning Pct.,Rank,W-L,SOS,Rank,RPI
98,98,Rutgers,18-12,0.5218,0.0000 (1),273,10-3,0.4539,84,0.5413
99,99,Alabama-Birmingham,13-17,0.5216,0.0000 (1),130,7-6,0.5081,156,0.4995
100,100,Virginia Tech,10-18,0.5216,0.0000 (1),303,6-6,0.4331,196,0.4805
101,101,Central Michigan,8-19,0.5213,0.0000 (1),5,2-5,0.6077,220,0.4651
102,102,Rhode Island,8-20,0.5207,0.0000 (1),96,4-7,0.5248,227,0.4619
103,103,Texas Christian,14-15,0.5206,0.0000 (1),102,8-4,0.5224,134,0.5112
104,104,Delaware,14-16,0.5204,0.0000 (1),70,4-6,0.5404,140,0.5070
105,105,Hofstra,12-20,0.5202,0.0000 (1),60,5-6,0.5466,187,0.4839
106,106,Ball State,19-11,0.5199,0.0000 (1),11,6-4,0.5897,78,0.5483
107,107,Detroit,18-12,0.5196,0.0000 (1),41,6-6,0.5576,90,0.5397
108,108,Creighton,22-8,0.5195,0.0000 (1),37,5-4,0.5597,44,0.5730
109,109,Chattanooga,14-14,0.5192,0.0000 (1),48,5-6,0.5532,121,0.5144
110,110,Akron,9-21,0.5188,0.0000 (1),81,3-7,0.5328,223,0.4641
111,111,Fordham,8-20,0.5182,0.0000 (1),86,4-7,0.5298,233,0.4601
112,112,Indiana State,6-22,0.5182,0.0000 (1),21,2-7,0.5825,257,0.4422
113,113,Tulsa,25-6,0.5179,0.0000 (1),199,8-2,0.4823,33,0.5900
114,114,Louisiana Tech,18-9,0.5176,0.0000 (1),194,4-4,0.4837,72,0.5548
115,115,CS Northridge,11-16,0.5175,0.0000 (1),28,0-8,0.5703,175,0.4900
116,116,La Salle,15-17,0.5172,0.0000 (1),128,7-6,0.5094,145,0.5051
117,117,Pepperdine,21-8,0.5168,0.0000 (1),30,6-6,0.5686,49,0.5686
118,118,Kent State,26-5,0.5157,0.0000 (1),114,6-4,0.5172,25,0.5964
119,119,Southern Mississippi,9-17,0.5152,0.0000 (1),241,5-5,0.4663,204,0.4729
120,120,Nevada,16-13,0.5152,0.0000 (1),238,6-3,0.4691,107,0.5243
121,121,Boise State,12-17,0.5151,0.0000 (1),196,5-4,0.4835,176,0.4897
122,122,UNC Wilmington,22-9,0.5144,0.0000 (1),84,5-5,0.5315,57,0.5632
123,123,Hawai'i,27-5,0.5118,0.0000 (1),213,9-2,0.4782,27,0.5948
124,124,Long Beach State,11-17,0.5115,0.0000 (1),50,2-7,0.5521,192,0.4818
125,125,Pennsylvania,25-6,0.5104,0.0000 (1),100,14-3,0.5229,36,0.5844
126,126,William & Mary,9-19,0.5096,0.0000 (1),106,2-7,0.5194,226,0.4626
127,127,San Diego,14-13,0.5088,0.0000 (1),85,6-5,0.5305,133,0.5112
128,128,Memphis,21-9,0.5083,0.0000 (1),223,9-4,0.4748,69,0.5563
129,129,Wyoming,20-8,0.5075,0.0000 (1),302,8-4,0.4340,63,0.5592
130,130,Bradley,9-20,0.5071,0.0000 (1),72,3-6,0.5393,236,0.4579
131,131,Virginia Commonwealth,20-11,0.5060,0.0000 (1),110,7-3,0.5187,87,0.5408
132,132,Toledo,15-14,0.5052,0.0000 (1),55,2-6,0.5492,139,0.5082
133,133,Davidson,18-9,0.5050,0.0000 (1),63,4-4,0.5452,79,0.5454
134,134,New Mexico State,18-11,0.5046,0.0000 (1),95,6-6,0.5268,95,0.5336
135,135,Drexel,14-14,0.5040,0.0000 (1),131,3-6,0.5076,147,0.5030
136,136,Gonzaga,28-3,0.5037,0.0000 (1),77,12-2,0.5348,21,0.6036
137,137,Rice,10-19,0.5037,0.0000 (1),235,5-5,0.4700,224,0.4640
138,138,Bowling Green,23-8,0.5033,0.0000 (1),168,9-1,0.4931,58,0.5629
139,139,UC Santa Barbara,19-10,0.5030,0.0000 (1),118,5-3,0.5157,85,0.5410
140,140,Samford,15-14,0.5024,0.0000 (1),26,3-5,0.5756,141,0.5061
141,141,Wofford,7-18,0.5016,0.0000 (1),178,2-6,0.4887,251,0.4462
142,142,Louisiana-Monroe,19-12,0.5012,0.0000 (1),19,3-6,0.5833,99,0.5291
143,143,Marshall,13-15,0.5008,0.0000 (1),144,4-4,0.5024,171,0.4917
144,144,Va. Military Inst.,7-18,0.4998,0.0000 (1),111,2-6,0.5182,252,0.4449
145,145,Northwestern,16-13,0.4993,0.0000 (1),314,9-3,0.4166,127,0.5124
146,146,Old Dominion,13-16,0.4988,0.0000 (1),170,6-4,0.4923,181,0.4861
147,147,Austin Peay,11-18,0.4987,0.0000 (1),18,2-9,0.5836,212,0.4689
148,148,Mercer,5-23,0.4987,0.0000 (1),44,1-7,0.5546,283,0.4187
149,149,Belmont,11-17,0.4983,0.0000 (1),35,3-4,0.5633,206,0.4719
150,150,Georgia Southern,11-11,0.4980,0.0000 (1),107,2-3,0.5193,158,0.4985
151,151,San Jose State,9-20,0.4976,0.0000 (1),316,4-5,0.4134,245,0.4508
152,152,Cornell,4-22,0.4975,0.0000 (1),244,2-10,0.4655,292,0.4116
153,153,Florida International,8-20,0.4967,0.0000 (1),176,4-9,0.4889,253,0.4440
154,154,Northern Iowa,14-15,0.4966,0.0000 (1),112,5-4,0.5178,168,0.4932
155,155,Evansville,7-21,0.4965,0.0000 (1),148,3-6,0.5011,261,0.4349
156,156,Missouri State,17-15,0.4965,0.0000 (1),191,5-7,0.4845,144,0.5052
157,157,UIC,17-13,0.4964,0.0000 (1),185,6-5,0.4863,124,0.5140
158,158,Furman,13-13,0.4964,0.0000 (1),215,3-3,0.4775,159,0.4973
159,159,UW Milwaukee,13-13,0.4960,0.0000 (1),198,2-7,0.4823,160,0.4970
160,160,Utah State,22-7,0.4960,0.0000 (1),78,7-1,0.5341,60,0.5617
161,161,Eastern Washington,15-13,0.4957,0.0000 (1),98,4-8,0.5236,143,0.5057
162,162,Southern Illinois,26-7,0.4957,0.0000 (1),139,10-2,0.5049,48,0.5687
163,163,Columbia,10-16,0.4954,0.0000 (1),207,6-6,0.4801,214,0.4677
164,164,Louisiana-Lafayette,19-10,0.4952,0.0000 (1),153,6-5,0.4986,93,0.5352
165,165,Georgia State,19-10,0.4949,0.0000 (1),34,3-3,0.5639,94,0.5350
166,166,UC Irvine,20-10,0.4948,0.0000 (1),115,6-4,0.5171,92,0.5377
167,167,St. Mary's,8-20,0.4945,0.0000 (1),157,4-8,0.4971,256,0.4423
168,168,Western Kentucky,26-3,0.4936,0.0000 (1),174,10-2,0.4906,28,0.5943
169,169,St. Francis (PA),6-21,0.4933,0.0000 (1),14,1-6,0.5881,273,0.4255
170,170,IU-Purdue Indianapolis,12-15,0.4933,0.0000 (1),129,4-6,0.5090,194,0.4811
171,171,East Tennessee State,15-10,0.4929,0.0000 (1),152,4-4,0.4993,113,0.5197
172,172,Santa Clara,12-15,0.4924,0.0000 (1),125,4-8,0.5124,197,0.4804
173,173,George Mason,19-9,0.4920,0.0000 (1),172,6-3,0.4914,91,0.5387
174,174,Wichita State,15-15,0.4916,0.0000 (1),160,6-5,0.4960,166,0.4937
175,175,Oakland,16-12,0.4908,0.0000 (1),101,6-7,0.5224,135,0.5110
176,176,Towson,11-18,0.4905,0.0000 (1),220,4-6,0.4759,225,0.4627
177,177,Portland,6-24,0.4905,0.0000 (1),200,4-11,0.4818,286,0.4179
178,178,South Alabama,5-20,0.4898,0.0000 (1),141,3-6,0.5043,288,0.4174
179,179,Montana State,16-9,0.4892,0.0000 (1),93,4-6,0.5270,103,0.5269
180,180,Ohio,17-11,0.4887,0.0000 (1),258,6-3,0.4612,115,0.5183
181,181,Stetson,9-16,0.4884,0.0000 (1),47,2-3,0.5538,238,0.4563
182,182,Jacksonville,14-12,0.4876,0.0000 (1),75,2-3,0.5369,152,0.5003
183,183,Nicholls State,1-25,0.4871,0.0000 (1),15,0-6,0.5878,315,0.3749
184,184,Wright State,16-11,0.4865,0.0000 (1),203,7-3,0.4808,126,0.5130
185,185,Weber State,15-11,0.4860,0.0000 (1),80,6-4,0.5330,138,0.5088
186,186,Montana,14-14,0.4857,0.0000 (1),143,4-7,0.5027,177,0.4892
187,187,Appalachian State,7-18,0.4850,0.0000 (1),265,2-6,0.4586,264,0.4337
188,188,Loyola-Marymount,8-20,0.4842,0.0000 (1),246,6-7,0.4652,262,0.4346
189,189,Portland State,11-16,0.4841,0.0000 (1),138,5-7,0.5051,221,0.4649
190,190,,3-22,0.4838,0.0000 (1),193,3-22,0.4838,305,0.3929
191,191,Drake,14-15,0.4831,0.0000 (1),243,5-5,0.4657,190,0.4830
192,192,San Francisco,12-15,0.4831,0.0000 (1),216,4-8,0.4773,202,0.4734
193,193,Pacific,18-10,0.4831,0.0000 (1),208,6-2,0.4800,108,0.5230
194,194,Cleveland State,12-16,0.4831,0.0000 (1),252,6-5,0.4628,210,0.4694
195,195,College of Charleston,20-8,0.4824,0.0000 (1),163,9-0,0.4952,88,0.5404
196,196,Buffalo,12-18,0.4823,0.0000 (1),280,5-6,0.4505,228,0.4617
197,197,McNeese State,20-8,0.4823,0.0000 (1),49,1-5,0.5528,89,0.5403
198,198,Monmouth,18-12,0.4823,0.0000 (1),57,4-5,0.5477,132,0.5117
199,199,Brown,16-10,0.4822,0.0000 (1),263,8-4,0.4593,120,0.5155
200,200,Loyola-Chicago,16-13,0.4821,0.0000 (1),256,5-5,0.4618,157,0.4995
201,201,Youngstown State,3-23,0.4818,0.0000 (1),276,1-8,0.4536,308,0.3902
202,202,Middle Tennessee State,12-15,0.4817,0.0000 (1),226,5-6,0.4722,205,0.4724
203,203,Dartmouth,8-18,0.4813,0.0000 (1),286,6-6,0.4479,260,0.4379
204,204,North Texas,13-14,0.4809,0.0000 (1),237,4-6,0.4692,195,0.4810
205,205,Northern Illinois,12-16,0.4807,0.0000 (1),197,4-5,0.4832,215,0.4676
206,206,UC Riverside,7-18,0.4801,0.0000 (1),249,2-5,0.4638,267,0.4301
207,207,Long Island,5-22,0.4799,0.0000 (1),76,0-7,0.5362,296,0.4062
208,208,Chicago State,1-24,0.4795,0.0000 (1),259,1-9,0.4612,318,0.3696
209,209,Western Michigan,17-13,0.4792,0.0000 (1),187,7-4,0.4856,150,0.5011
210,210,Florida Atlantic,18-11,0.4787,0.0000 (1),250,2-4,0.4635,123,0.5142
211,211,,14-14,0.4785,0.0000 (),232,5-7,0.4706,188,0.4839
212,212,The Citadel,13-12,0.4781,0.0000 (1),282,4-3,0.4496,178,0.4886
213,213,Central Florida,16-12,0.4776,0.0000 (1),229,3-3,0.4716,151,0.5010
214,214,Eastern Michigan,5-24,0.4758,0.0000 (1),251,3-7,0.4632,301,0.4000
215,215,Arkansas State,13-16,0.4752,0.0000 (1),271,7-6,0.4546,213,0.4684
216,216,Harvard,14-12,0.4741,0.0000 (1),296,7-5,0.4370,174,0.4902
217,217,CS Fullerton,4-22,0.4738,0.0000 (1),292,2-6,0.4436,303,0.3938
218,218,Northwestern State,12-18,0.4730,0.0000 (1),120,3-7,0.5139,239,0.4547
219,219,Holy Cross,18-14,0.4727,0.0000 (1),142,6-9,0.5033,162,0.4952
220,220,North Carolina A&T,10-17,0.4727,0.0000 (1),51,0-8,0.5518,249,0.4471
221,221,Eastern Illinois,12-16,0.4724,0.0000 (1),83,5-6,0.5323,231,0.4615
222,222,Idaho,8-19,0.4724,0.0000 (1),315,2-6,0.4163,270,0.4283
223,223,Niagara,18-14,0.4722,0.0000 (1),116,4-7,0.5169,164,0.4948
224,224,Fairfield,12-17,0.4719,0.0000 (1),177,2-7,0.4888,237,0.4574
225,225,Troy,18-10,0.4715,0.0000 (1),195,4-3,0.4837,122,0.5143
226,226,UW Green Bay,9-21,0.4714,0.0000 (1),306,3-8,0.4276,269,0.4285
227,227,St. Peter's,4-24,0.4711,0.0000 (1),146,1-8,0.5014,309,0.3890
228,228,UNC Greensboro,20-10,0.4710,0.0000 (1),257,7-4,0.4615,112,0.5199
229,229,Quinnipiac,14-16,0.4710,0.0000 (1),231,2-5,0.4708,209,0.4699
230,230,Southern Utah,9-16,0.4700,0.0000 (1),277,1-9,0.4525,255,0.4425
231,231,Campbell,7-19,0.4700,0.0000 (1),285,1-5,0.4482,281,0.4198
232,232,Oral Roberts,17-13,0.4696,0.0000 (1),217,6-8,0.4771,165,0.4939
233,233,Murray State,17-11,0.4693,0.0000 (1),119,4-5,0.5147,146,0.5037
234,234,Texas State,11-16,0.4685,0.0000 (1),159,1-5,0.4966,240,0.4532
235,235,South Carolina State,14-15,0.4675,0.0000 (1),109,2-7,0.5192,207,0.4713
236,236,Yale,20-8,0.4667,0.0000 (1),307,9-5,0.4271,101,0.5286
237,237,Jacksonville State,11-16,0.4666,0.0000 (1),318,2-3,0.4052,242,0.4518
238,238,Iona,13-17,0.4662,0.0000 (1),206,3-8,0.4803,235,0.4580
239,239,Cal Poly,14-12,0.4661,0.0000 (1),310,5-2,0.4232,186,0.4842
240,240,Wagner,19-9,0.4649,0.0000 (1),123,4-3,0.5127,114,0.5183
241,241,Sam Houston State,14-14,0.4648,0.0000 (1),121,5-3,0.5135,201,0.4736
242,242,Western Carolina,8-16,0.4644,0.0000 (1),322,2-5,0.3995,266,0.4317
243,243,Sacred Heart,8-20,0.4644,0.0000 (1),212,1-6,0.4789,282,0.4197
244,244,Siena,16-18,0.4643,0.0000 (1),205,3-9,0.4803,218,0.4659
245,245,Lafayette,14-14,0.4640,0.0000 (1),202,5-7,0.4808,203,0.4730
246,246,Valparaiso,24-7,0.4639,0.0000 (1),214,9-5,0.4776,83,0.5415
247,247,Missouri-Kansas City,16-11,0.4638,0.0000 (1),242,8-3,0.4660,161,0.4960
248,248,Central Connecticut State,27-4,0.4632,0.0000 (1),135,5-3,0.5072,53,0.5652
249,249,Grambling State,8-19,0.4623,0.0000 (1),16,1-7,0.5858,279,0.4208
250,250,Northern Arizona,12-14,0.4615,0.0000 (1),261,5-6,0.4601,230,0.4615
251,251,Morehead State,14-11,0.4613,0.0000 (1),94,2-5,0.5268,184,0.4860
252,252,Texas-Arlington,11-15,0.4612,0.0000 (1),167,2-4,0.4936,243,0.4517
253,253,Norfolk State,10-19,0.4612,0.0000 (1),43,1-9,0.5557,265,0.4321
254,254,James Madison,13-15,0.4608,0.0000 (1),323,6-2,0.3720,229,0.4617
255,255,Southeast Missouri State,4-22,0.4599,0.0000 (1),230,0-9,0.4711,310,0.3834
256,256,Eastern Kentucky,3-20,0.4596,0.0000 (1),151,0-7,0.5010,312,0.3773
257,257,Idaho State,8-17,0.4586,0.0000 (1),275,5-6,0.4536,277,0.4239
258,258,Arkansas-Little Rock,16-11,0.4586,0.0000 (1),320,7-4,0.4006,169,0.4921
259,259,Robert Morris,12-18,0.4572,0.0000 (1),158,1-8,0.4970,254,0.4429
260,260,Marist,19-9,0.4562,0.0000 (1),211,6-3,0.4794,131,0.5118
261,261,Denver,7-20,0.4560,0.0000 (1),313,4-7,0.4181,295,0.4068
262,262,American,18-12,0.4557,0.0000 (1),188,6-7,0.4855,170,0.4918
263,263,Butler,25-5,0.4551,0.0000 (1),297,13-0,0.4369,77,0.5496
264,264,Tennessee-Martin,11-14,0.4550,0.0000 (1),103,4-4,0.5215,244,0.4513
265,265,Lamar,15-14,0.4547,0.0000 (1),295,3-4,0.4409,208,0.4703
266,266,Texas Southern,11-17,0.4540,0.0000 (1),39,0-8,0.5578,258,0.4387
267,267,Navy,9-20,0.4537,0.0000 (1),267,4-10,0.4575,285,0.4179
268,268,Lehigh,4-23,0.4527,0.0000 (1),284,2-10,0.4483,313,0.3766
269,269,Arkansas-Pine Bluff,2-26,0.4527,0.0000 (1),74,0-10,0.5373,323,0.3574
270,270,Rider,17-11,0.4523,0.0000 (1),240,4-5,0.4680,172,0.4910
271,271,Hartford,14-18,0.4514,0.0000 (1),175,3-11,0.4892,248,0.4479
272,272,Tennessee State,9-17,0.4510,0.0000 (1),227,2-7,0.4721,275,0.4248
273,273,Texas-San Antonio,19-10,0.4507,0.0000 (1),270,5-2,0.4551,148,0.5018
274,274,Bucknell,13-16,0.4507,0.0000 (1),278,4-9,0.4521,246,0.4501
275,275,Stony Brook,6-22,0.4505,0.0000 (1),184,1-10,0.4864,307,0.3915
276,276,Canisius,10-20,0.4499,0.0000 (1),279,3-6,0.4509,280,0.4208
277,277,Jackson State,9-19,0.4499,0.0000 (1),73,1-8,0.5385,287,0.4178
278,278,Morgan State,3-25,0.4494,0.0000 (1),127,0-8,0.5095,320,0.3638
279,279,Radford,14-16,0.4481,0.0000 (1),91,4-10,0.5278,241,0.4527
280,280,Stephen F. Austin,12-15,0.4478,0.0000 (1),300,2-4,0.4354,250,0.4470
281,281,New Hampshire,10-17,0.4472,0.0000 (1),133,2-8,0.5075,271,0.4280
282,282,Texas A&M-Corpus Christi,7-14,0.4465,0.0000 (1),289,7-14,0.4465,284,0.4182
283,283,Florida A&M,9-19,0.4459,0.0000 (1),45,0-9,0.5545,291,0.4148
284,284,Howard,18-13,0.4458,0.0000 (1),162,5-5,0.4952,199,0.4795
285,285,Maine,11-18,0.4455,0.0000 (1),247,2-8,0.4652,268,0.4290
286,286,Colgate,15-11,0.4453,0.0000 (1),260,7-4,0.4604,200,0.4782
287,287,Southeast Louisiana,6-20,0.4452,0.0000 (1),319,0-6,0.4024,306,0.3916
288,288,Manhattan,20-8,0.4446,0.0000 (1),268,8-1,0.4558,129,0.5121
289,289,Lipscomb,2-18,0.4441,0.0000 (1),291,2-18,0.4441,322,0.3581
290,290,Northeastern,7-21,0.4438,0.0000 (1),236,2-9,0.4699,302,0.3953
291,291,Mount St. Mary's,3-24,0.4428,0.0000 (1),281,1-6,0.4499,321,0.3598
292,292,Fairleigh Dickinson,4-25,0.4427,0.0000 (1),309,0-9,0.4267,319,0.3665
293,293,Loyola-Maryland,5-23,0.4426,0.0000 (1),312,1-8,0.4195,314,0.3766
294,294,Army,10-16,0.4425,0.0000 (1),288,4-7,0.4468,272,0.4280
295,295,Albany,8-20,0.4421,0.0000 (1),186,3-8,0.4862,299,0.4030
296,296,Coppin State,5-25,0.4417,0.0000 (1),161,1-9,0.4954,316,0.3730
297,297,,9-12,0.4414,0.0000 (),294,9-12,0.4414,259,0.4382
298,298,St. Francis (NY),18-11,0.4411,0.0000 (1),269,4-3,0.4554,183,0.4860
299,299,Tennessee Tech,21-6,0.4410,0.0000 (1),221,4-4,0.4757,104,0.5252
300,300,High Point,9-19,0.4378,0.0000 (1),155,2-9,0.4982,294,0.4087
301,301,Maryland-Baltimore County,20-9,0.4369,0.0000 (1),274,4-3,0.4536,153,0.5001
302,302,Western Illinois,10-16,0.4359,0.0000 (1),321,7-4,0.3999,278,0.4231
303,303,Texas-Pan American,15-9,0.4355,0.0000 (1),299,15-9,0.4355,191,0.4829
304,304,Bethune-Cookman,11-17,0.4346,0.0000 (1),147,2-6,0.5012,276,0.4242
305,305,Prairie View A&M,9-19,0.4334,0.0000 (1),182,1-8,0.4865,298,0.4054
