,Rk,Team,Conf,W-L,AdjEM,AdjO ,AdjD,AdjT,Luck,AdjEM,OppO,OppD,AdjEM
24,25,Belmont 14,ASun,27-8,+16.96,117.1,100.1,67.2,-.017,-0.32,103.4,103.7,+4.69
25,26,Iowa St. 8,B12,23-11,+16.69,113.9,97.2,65.8,-.004,+7.22,107.0,99.8,-4.08
26,27,Alabama 9,SEC,21-12,+16.69,106.1,89.5,61.9,-.067,+7.07,107.4,100.3,+3.98
27,28,Creighton 8,MVC,29-6,+16.47,119.2,102.7,65.9,+.079,+3.79,104.9,101.1,-0.47
28,29,California 12,P12,24-10,+16.37,111.3,94.9,65.7,-.007,+3.61,104.5,100.9,-1.83
29,30,Purdue 10,B10,22-13,+16.25,116.2,99.9,64.3,-.003,+8.81,108.4,99.6,-2.64
30,31,Cincinnati 6,BE,26-11,+16.03,109.5,93.5,62.9,+.023,+6.90,105.7,98.8,-9.17
31,32,Texas 11,B12,20-14,+15.90,112.9,97.0,64.9,-.065,+8.45,107.8,99.4,-1.52
32,33,Virginia 10,ACC,22-10,+15.85,105.2,89.3,59.3,-.024,+4.05,105.0,101.0,-5.70
33,34,Saint Mary's 7,WCC,27-6,+15.48,114.3,98.8,63.4,+.036,+0.17,104.1,103.9,-2.17
34,35,Murray St. 6,OVC,31-2,+15.34,108.5,93.2,65.0,+.031,-2.34,102.9,105.2,+3.63
35,36,Long Beach St. 12,BW,25-9,+15.27,111.7,96.4,66.4,-.047,+1.25,104.0,102.8,+14.84
36,37,UNLV 6,MWC,26-9,+14.97,109.2,94.2,68.7,+.006,+3.54,104.5,100.9,-0.24
37,38,Connecticut 9,BE,20-14,+14.53,111.3,96.8,63.0,-.032,+8.25,107.3,99.1,-0.46
38,39,Temple 5,A10,24-8,+14.49,113.3,98.9,65.9,+.055,+6.10,106.5,100.4,+6.20
39,40,Stanford 3,P12,26-11,+14.36,106.7,92.4,67.2,-.017,+2.50,104.2,101.7,-4.51
40,41,Harvard 12,Ivy,26-5,+14.34,108.8,94.4,60.7,+.027,-0.87,101.4,102.2,+0.65
41,42,Notre Dame 7,BE,22-12,+14.22,110.9,96.7,60.2,+.032,+6.94,106.4,99.4,-4.28
42,43,North Carolina St. 11,ACC,24-13,+14.22,112.1,97.9,67.0,-.004,+6.22,105.9,99.7,+1.18
43,44,West Virginia 10,BE,19-14,+13.56,111.4,97.9,64.0,-.019,+8.32,107.3,99.0,+2.04
44,45,Drexel 3,CAA,29-7,+13.53,109.9,96.4,60.4,+.024,-2.05,100.7,102.7,-2.31
45,46,VCU 12,CAA,29-7,+13.45,106.9,93.5,65.0,+.024,+0.53,101.9,101.4,+1.90
46,47,Miami FL 2,ACC,20-13,+13.18,111.0,97.9,63.6,-.038,+5.45,105.3,99.9,+1.06
47,48,South Florida 12,BE,22-14,+13.13,103.9,90.8,58.5,+.040,+8.17,107.2,99.0,+1.27
48,49,Middle Tennessee 4,SB,27-7,+12.92,108.5,95.6,65.4,-.003,-0.13,103.1,103.3,+4.47
49,50,BYU 14,WCC,26-9,+12.79,106.3,93.5,72.6,+.020,+1.31,105.1,103.8,+0.38
50,51,Arizona 1,P12,23-12,+12.77,107.6,94.9,64.3,-.051,+3.71,105.2,101.5,+1.30
51,52,Minnesota 6,B10,23-15,+12.77,108.5,95.8,63.9,+.018,+8.15,107.8,99.6,-5.15
52,53,Xavier 10,A10,23-13,+12.59,108.7,96.1,66.4,+.031,+7.24,107.4,100.1,+4.56
53,54,Iona 14,MAAC,25-8,+12.26,115.5,103.2,70.0,-.011,-1.04,102.6,103.7,+4.87
54,55,Seton Hall 1,BE,21-13,+12.19,106.7,94.6,64.8,+.001,+5.47,105.9,100.4,-3.76
55,56,Washington 1,P12,24-11,+11.97,109.5,97.5,69.1,+.025,+4.11,105.6,101.5,-0.07
56,57,Ohio 13,MAC,29-8,+11.88,106.6,94.7,66.0,+.022,+0.80,103.6,102.8,-2.97
57,58,UCLA,P12,19-14,+11.85,108.8,96.9,64.7,-.074,+3.96,104.1,100.2,-0.61
58,59,Oregon 3,P12,24-10,+11.81,114.2,102.4,66.8,+.039,+3.43,103.9,100.5,-3.09
59,60,St. Bonaventure 14,A10,20-12,+11.78,110.6,98.9,63.0,-.024,+3.83,104.9,101.1,+0.10
60,61,South Dakota St. 14,Sum,27-8,+11.62,113.7,102.1,64.8,+.030,-1.92,103.2,105.1,+2.04
61,62,La Salle 3,A10,21-13,+11.50,107.3,95.8,67.7,-.096,+1.91,104.4,102.5,-4.87
62,63,Tennessee 1,SEC,19-15,+11.38,106.5,95.1,64.4,-.040,+6.23,106.9,100.7,-0.31
63,64,Pittsburgh,BE,22-17,+11.34,113.4,102.0,62.3,-.036,+6.05,106.1,100.1,-2.78
64,65,New Mexico St. 13,WAC,26-10,+11.22,109.3,98.1,69.4,-.041,-0.88,103.4,104.3,-0.87
65,66,San Diego St. 6,MWC,26-8,+11.16,107.0,95.8,65.8,+.059,+3.33,104.8,101.5,-3.76
66,67,Saint Joseph's 2,A10,20-14,+10.92,110.5,99.6,65.0,-.052,+4.93,105.9,101.0,+3.13
67,68,Southern Miss 9,CUSA,25-9,+10.83,111.2,100.4,63.8,+.041,+4.41,104.7,100.3,+2.32
68,69,Dayton 2,A10,20-13,+10.78,113.3,102.5,64.2,-.016,+4.01,104.6,100.5,-0.09
69,70,Akron 5,MAC,22-12,+10.66,108.3,97.7,66.4,-.021,+2.81,104.6,101.8,+3.86
70,71,Davidson 13,SC,25-8,+10.65,112.0,101.4,67.4,+.008,-3.00,101.5,104.5,+8.78
71,72,Northwestern 4,B10,19-14,+10.53,114.8,104.3,62.5,+.049,+8.54,107.5,98.9,-1.79
72,73,Denver,SB,22-9,+10.41,110.9,100.5,60.2,-.072,-2.64,101.6,104.2,-0.32
73,74,Massachusetts 5,A10,25-12,+9.83,106.2,96.3,73.2,+.055,+3.72,105.0,101.2,-4.83
74,75,Northern Iowa 7,MVC,20-14,+9.57,106.9,97.3,61.6,+.002,+5.57,106.7,101.1,+4.18
75,76,Illinois,B10,17-15,+9.49,104.3,94.8,64.2,-.005,+8.41,109.0,100.6,-2.20
76,77,Mississippi St. 4,SEC,21-12,+9.35,111.7,102.4,63.9,+.007,+3.39,104.3,101.0,-4.08
77,78,Marshall 5,CUSA,21-14,+9.32,109.4,100.1,65.2,+.026,+5.94,106.0,100.1,+4.25
78,79,Lehigh 15,Pat,27-8,+9.29,108.6,99.3,67.6,-.026,-5.57,100.3,105.8,-5.17
79,80,Cleveland St. 6,Horz,22-11,+9.22,105.5,96.3,63.8,+.008,+1.53,102.9,101.3,+4.66
80,81,Colorado 11,P12,24-12,+8.89,104.8,95.9,65.1,+.081,+5.35,105.7,100.4,+0.06
81,82,Clemson,ACC,16-15,+8.65,105.5,96.8,63.1,-.107,+1.66,102.8,101.1,-5.99
82,83,Virginia Tech,ACC,16-17,+8.64,106.8,98.1,61.9,-.092,+5.62,105.3,99.7,+0.09
83,84,Georgia St.,CAA,22-12,+8.57,102.1,93.5,63.9,-.075,-3.85,101.1,104.9,-8.68
84,85,Villanova,BE,13-19,+8.50,109.2,100.7,67.4,-.095,+8.58,106.9,98.3,+0.93
85,86,Missouri St.,MVC,16-16,+8.23,105.3,97.1,62.4,-.093,+4.70,105.9,101.2,+4.09
86,87,Oregon St.,P12,21-15,+8.22,111.0,102.7,70.0,-.059,+1.98,103.8,101.9,-8.02
87,88,Colorado St. 11,MWC,20-12,+8.17,111.9,103.7,63.6,+.075,+4.39,104.7,100.3,+0.85
88,89,Bucknell 8,Pat,25-10,+8.11,107.4,99.3,63.2,+.007,-3.12,101.5,104.6,+1.59
89,90,Wyoming,MWC,21-12,+8.05,101.7,93.7,60.0,-.030,+0.17,103.6,103.4,-9.10
90,91,Oral Roberts 4,Sum,27-7,+8.04,111.8,103.7,63.2,+.063,-2.41,102.7,105.1,+0.56
91,92,Buffalo,MAC,20-11,+7.92,107.3,99.4,67.3,-.000,+2.00,104.3,102.3,+2.92
92,93,Illinois St. 7,MVC,21-14,+7.79,109.3,101.5,63.4,+.004,+2.54,104.4,101.9,-7.47
93,94,Tulsa,CUSA,17-14,+7.75,106.3,98.5,63.8,-.074,+2.32,103.7,101.4,+1.71
94,95,Mississippi 2,SEC,20-14,+7.75,104.7,96.9,65.4,+.066,+6.08,105.7,99.6,+0.73
95,96,Mercer,ASun,27-11,+7.71,105.1,97.4,64.2,+.020,-0.87,103.0,103.8,+0.80
96,97,Oklahoma St.,B12,15-18,+7.62,107.1,99.5,65.5,-.016,+9.87,107.8,97.9,+3.38
97,98,LSU 6,SEC,18-15,+7.34,101.8,94.5,65.1,+.021,+5.64,105.9,100.2,-1.87
98,99,Washington St.,P12,19-18,+7.33,109.7,102.4,62.8,-.056,+4.25,105.4,101.2,-5.52
99,100,Princeton,Ivy,20-12,+7.26,107.8,100.5,62.5,-.018,+0.94,102.9,101.9,+3.09
100,101,Iowa 7,B10,18-17,+7.15,111.6,104.4,67.3,+.011,+7.01,107.4,100.4,-9.20
101,102,Wagner,NEC,25-6,+7.14,104.8,97.6,67.1,+.014,-5.70,100.4,106.1,+1.11
102,103,UCF 6,CUSA,22-11,+7.11,106.5,99.4,63.1,+.096,+3.06,103.9,100.9,-4.44
103,104,Montana 13,BSky,25-7,+6.76,103.7,96.9,64.2,+.064,-5.30,102.5,107.8,-0.72
104,105,Oklahoma,B12,15-16,+6.64,105.4,98.8,66.6,-.017,+6.61,107.3,100.7,-6.37
105,106,Nevada 5,WAC,28-7,+6.52,105.9,99.4,64.2,+.126,-2.09,102.6,104.6,-5.97
106,107,UC Santa Barbara,BW,20-11,+6.37,111.1,104.7,63.6,-.009,-1.45,102.8,104.3,+6.04
107,108,Lamar 16,Slnd,23-12,+6.33,107.6,101.3,66.0,-.028,-3.98,99.4,103.4,+5.21
108,109,Richmond,A10,16-16,+6.13,109.3,103.2,62.8,-.047,+3.84,104.9,101.1,+0.41
109,110,George Mason,CAA,24-9,+6.08,104.2,98.1,67.1,+.048,-2.20,101.0,103.2,-3.96
110,111,Old Dominion,CAA,22-14,+6.08,102.0,95.9,64.5,-.006,-0.01,102.7,102.7,+4.47
111,112,Georgia,SEC,15-17,+5.97,104.7,98.7,61.5,+.033,+7.99,106.9,99.0,+0.99
112,113,Fairfield,MAAC,22-15,+5.66,100.6,95.0,64.0,-.066,-1.42,102.6,104.0,+3.69
113,114,UNC Asheville 16,BSth,24-10,+5.50,110.4,104.9,68.2,-.001,-4.12,101.8,105.9,+7.91
114,115,Detroit 15,Horz,22-14,+5.48,108.1,102.6,67.1,-.008,+0.35,102.2,101.8,+1.14
115,116,Butler,Horz,22-15,+5.31,99.7,94.4,64.1,+.020,+1.42,103.1,101.6,+6.43
116,117,Kent St.,MAC,21-12,+5.29,105.5,100.2,67.1,+.005,+0.01,102.2,102.2,-2.78
117,118,Vermont 16,AE,24-12,+5.17,105.3,100.1,61.9,-.024,-5.44,99.1,104.6,-1.55
118,119,Evansville,MVC,16-16,+5.17,110.7,105.6,66.4,-.023,+3.19,104.6,101.4,-3.35
119,120,Rutgers,BE,14-18,+5.14,102.0,96.9,65.3,-.048,+5.92,106.2,100.3,-5.35
120,121,UT Arlington 8,Slnd,24-9,+5.10,105.4,100.3,70.8,+.021,-5.69,99.4,105.1,-1.80
121,122,Texas A&M,B12,14-18,+5.07,101.4,96.4,61.4,-.050,+6.92,106.4,99.4,-10.59
122,123,Robert Morris,NEC,26-11,+4.96,105.9,100.9,63.0,+.040,-2.99,101.2,104.2,+3.95
123,124,Duquesne,A10,16-15,+4.29,107.2,102.9,67.1,+.026,+5.15,105.8,100.6,+0.59
124,125,Utah St.,WAC,21-16,+4.24,107.9,103.7,61.9,-.067,-2.04,102.8,104.8,-2.10
125,126,Providence,BE,15-17,+4.09,110.1,106.0,65.2,-.012,+5.33,104.7,99.3,-10.96
126,127,Arkansas,SEC,18-14,+4.07,106.4,102.4,69.5,+.031,+2.35,103.2,100.8,-7.09
127,128,Manhattan,MAAC,21-13,+3.91,103.3,99.4,67.0,-.022,-4.40,100.6,105.0,-5.06
128,129,Loyola MD 15,MAAC,24-9,+3.91,103.9,100.0,63.6,+.114,-2.70,101.8,104.5,-0.69
129,130,UAB,CUSA,15-16,+3.89,101.2,97.3,61.1,+.020,+4.69,105.8,101.1,+3.25
130,131,Weber St.,BSky,25-7,+3.77,110.2,106.5,65.5,+.110,-5.30,101.1,106.4,-0.32
131,132,Bowling Green,MAC,16-16,+3.75,103.8,100.0,63.9,-.065,+1.16,103.6,102.4,+1.66
132,133,Penn St.,B10,12-20,+3.38,102.9,99.5,63.1,-.024,+8.23,108.5,100.3,-3.35
133,134,Maryland,ACC,17-15,+3.37,106.7,103.4,66.2,+.092,+5.05,105.3,100.3,-3.31
134,135,East Carolina,CUSA,15-16,+3.23,104.6,101.4,65.1,-.093,+2.38,103.6,101.2,-4.57
135,136,USC Upstate,ASun,21-13,+3.22,103.1,99.9,67.0,+.032,-0.63,103.6,104.2,+1.07
136,137,Indiana St.,MVC,18-15,+3.09,102.0,98.9,64.0,+.060,+3.16,104.8,101.6,-1.86
137,138,Valparaiso 7,Horz,22-12,+3.07,106.0,102.9,63.9,+.101,+0.67,102.7,102.1,+2.25
138,139,Penn,Ivy,20-13,+2.88,104.0,101.1,62.0,+.058,-0.38,102.9,103.2,+1.73
139,140,Loyola Marymount,WCC,21-13,+2.73,102.1,99.4,66.1,+.057,+0.26,104.2,104.0,-0.84
140,141,Drake,MVC,18-16,+2.63,101.1,98.5,65.8,+.036,+3.10,104.7,101.6,-0.51
141,142,Stony Brook 8,AE,22-10,+2.60,103.5,100.9,61.4,+.020,-7.28,98.9,106.2,-2.21
142,143,UTEP,CUSA,15-17,+2.55,102.0,99.4,61.4,-.031,+2.19,103.4,101.3,+0.16
143,144,Milwaukee,Horz,20-14,+2.30,100.6,98.3,65.2,+.033,+0.23,102.4,102.1,+2.98
144,145,San Francisco,WCC,20-14,+2.28,109.0,106.7,67.9,-.001,-1.44,102.3,103.8,-5.75
145,146,East Tennessee St.,ASun,17-14,+2.21,101.8,99.6,64.1,-.017,-0.73,104.0,104.7,+0.10
146,147,Auburn,SEC,15-16,+2.10,99.6,97.5,64.0,+.027,+3.58,104.7,101.1,-6.74
147,148,Rice,CUSA,19-16,+1.85,100.9,99.0,67.9,-.007,+0.91,102.9,101.9,-2.72
148,149,Oakland,Sum,20-16,+1.72,114.4,112.7,69.7,+.021,-0.16,103.8,104.0,+5.28
149,150,DePaul,BE,12-19,+1.69,108.5,106.9,71.4,-.042,+4.72,104.2,99.5,-9.74
150,151,Charlotte,A10,13-17,+1.65,100.0,98.4,67.6,+.003,+4.25,105.8,101.6,-0.15
151,152,Nebraska,B10,12-18,+1.62,103.4,101.7,61.5,+.034,+8.58,108.4,99.8,-4.92
152,153,Quinnipiac,NEC,18-14,+1.44,104.0,102.5,65.6,-.071,-4.68,100.5,105.2,-2.22
153,154,Boise St.,MWC,13-17,+1.38,105.3,103.9,64.3,-.081,+2.77,104.1,101.3,-4.39
154,155,Stephen F. Austin,Slnd,20-12,+1.29,97.3,96.0,58.6,-.059,-6.16,98.2,104.4,-3.79
155,156,Idaho,WAC,19-14,+1.29,106.6,105.3,62.5,+.012,-0.77,103.7,104.5,-1.90
156,157,St. John's,BE,13-19,+1.20,103.9,102.7,66.2,+.033,+7.19,106.7,99.5,-2.66
157,158,Yale,Ivy,19-10,+1.09,101.2,100.1,66.3,+.099,-1.39,101.6,103.0,-1.53
158,159,Cal St. Fullerton,BW,21-10,+0.90,109.1,108.2,68.3,+.006,-6.60,100.0,106.6,-8.72
159,160,College of Charleston,SC,19-12,+0.84,102.4,101.6,66.4,+.030,-3.23,101.2,104.5,+4.05
160,161,TCU,MWC,18-15,+0.76,106.3,105.6,67.9,+.085,+3.00,103.7,100.7,-2.58
161,162,LIU Brooklyn 16,NEC,25-9,+0.75,108.7,107.9,73.4,+.117,-5.25,99.8,105.0,-2.27
162,163,North Dakota St.,Sum,17-14,+0.69,106.0,105.4,66.0,-.055,-3.33,102.6,105.9,-5.53
163,164,South Carolina,SEC,10-21,+0.63,103.5,102.9,61.7,-.069,+5.90,105.5,99.6,-5.23
164,165,Youngstown St.,Horz,16-15,+0.59,106.3,105.8,64.4,-.023,-0.23,101.9,102.1,+0.95
165,166,Cal Poly,BW,18-15,+0.49,104.4,103.9,59.1,-.070,-4.14,101.6,105.7,-2.58
166,167,North Texas,SB,18-14,+0.41,100.7,100.3,67.8,-.041,-2.66,100.4,103.0,-1.36
167,168,Tennessee St.,OVC,20-13,+0.12,101.1,101.0,65.3,+.087,-1.70,102.3,104.0,+2.81
168,169,Delaware,CAA,18-14,-0.02,103.4,103.4,67.2,+.039,-1.62,100.6,102.2,-2.28
169,170,Western Michigan,MAC,14-20,-0.05,105.7,105.8,65.1,-.071,+0.93,103.7,102.7,+8.16
170,171,George Washington,A10,10-21,-0.68,101.8,102.5,62.6,-.038,+5.43,105.7,100.3,+2.69
171,172,Charleston Southern,BSth,19-12,-0.71,104.5,105.2,69.5,+.008,-5.15,101.6,106.8,+4.05
172,173,UTSA,Slnd,18-14,-0.81,104.0,104.9,66.4,-.051,-4.09,99.9,104.0,+0.72
173,174,Georgia Tech,ACC,11-20,-0.86,98.5,99.3,62.2,-.073,+3.65,104.1,100.4,-0.81
174,175,Green Bay,Horz,15-15,-0.88,101.3,102.2,66.1,+.068,+2.44,103.0,100.5,+8.87
175,176,Florida Gulf Coast,ASun,15-17,-0.88,105.2,106.1,66.5,-.028,-0.50,103.4,103.9,-2.22
176,177,American,Pat,20-12,-0.91,101.3,102.2,61.7,+.056,-5.45,100.1,105.5,-4.69
177,178,Western Illinois,Sum,18-15,-1.30,97.1,98.4,57.8,+.024,-1.72,105.3,107.0,-4.87
178,179,Fresno St.,WAC,13-20,-1.41,101.4,102.8,61.7,-.090,+0.63,104.2,103.6,+0.24
179,180,Arkansas Little Rock,SB,15-16,-1.56,98.3,99.9,63.7,+.024,-0.56,102.2,102.7,+3.17
180,181,Boston University,AE,16-16,-1.60,100.0,101.6,63.8,-.014,-3.10,100.7,103.8,+5.09
181,182,Savannah St. 8,MEAC,21-12,-1.73,95.2,96.9,62.8,+.065,-7.51,98.1,105.6,+0.09
182,183,Norfolk St. 15,MEAC,26-10,-1.82,100.9,102.7,66.6,+.189,-6.31,100.3,106.6,+1.39
183,184,Columbia,Ivy,15-15,-1.85,101.1,103.0,62.4,-.048,-2.90,100.8,103.7,-4.00
184,185,Coastal Carolina,BSth,19-12,-1.91,102.8,104.7,63.8,-.006,-4.95,101.7,106.7,-0.77
185,186,North Florida,ASun,16-16,-1.93,103.1,105.1,65.3,+.065,+1.09,103.4,102.3,+6.75
186,187,Tennessee Tech,OVC,19-14,-2.07,103.4,105.4,67.8,+.067,-2.21,102.6,104.8,-0.00
187,188,Air Force,MWC,13-16,-2.20,100.0,102.2,61.1,-.017,+1.28,102.5,101.2,-11.06
188,189,Northeastern,CAA,14-17,-2.22,100.5,102.7,63.6,+.038,+1.17,102.4,101.2,+5.08
189,190,Houston,CUSA,15-15,-2.31,105.6,107.9,66.1,-.001,-1.35,101.6,103.0,-8.74
190,191,Miami OH,MAC,9-21,-2.61,102.4,105.1,59.5,-.038,+3.27,105.1,101.8,+5.56
191,192,Louisiana Tech,WAC,18-16,-2.62,101.1,103.7,67.2,+.053,-1.38,102.4,103.7,-5.21
192,193,Western Kentucky 16,SB,16-19,-2.67,97.8,100.5,67.9,+.083,-0.00,102.3,102.3,+2.63
193,194,Arkansas St.,SB,14-20,-2.68,102.6,105.3,62.0,-.024,+0.06,102.3,102.2,+3.40
194,195,Ball St.,MAC,15-15,-2.69,100.1,102.8,62.3,-.054,-4.63,100.1,104.7,-7.52
195,196,Tulane,CUSA,15-16,-2.70,97.9,100.6,64.7,-.071,-2.91,100.5,103.4,-14.36
196,197,Wofford,SC,19-14,-2.75,101.9,104.7,60.9,+.048,-4.25,101.0,105.2,-1.18
197,198,Morehead St.,OVC,18-15,-2.75,100.5,103.2,59.8,+.027,-2.41,102.1,104.5,+3.82
198,199,Albany,AE,19-15,-2.80,108.8,111.6,64.7,-.019,-8.11,97.4,105.5,-5.75
199,200,SMU,CUSA,13-19,-2.92,98.0,100.9,59.3,-.030,+0.88,103.5,102.6,-3.00
200,201,Florida Atlantic,SB,11-19,-2.99,101.5,104.4,63.4,-.048,+1.74,103.3,101.6,+8.65
201,202,IUPUI,Sum,14-18,-3.04,107.9,110.9,65.3,-.028,-1.59,102.8,104.4,-1.20
202,203,Jacksonville St.,OVC,15-18,-3.24,98.6,101.8,63.3,-.084,-4.72,100.9,105.6,-1.53
203,204,Louisiana Lafayette,SB,16-16,-3.27,94.5,97.8,68.7,+.018,-2.19,102.4,104.6,-1.21
204,205,Portland St.,BSky,17-15,-3.36,108.0,111.4,66.1,-.004,-4.45,101.9,106.4,+1.72
205,206,Toledo,MAC,19-17,-3.41,103.4,106.8,65.7,-.014,-4.66,99.8,104.5,-6.78
206,207,Cornell,Ivy,12-16,-3.43,98.1,101.6,67.3,+.029,+1.01,102.9,101.9,+3.66
207,208,Eastern Washington,BSky,15-17,-3.49,101.4,104.9,67.6,-.047,-3.05,103.3,106.4,+5.29
208,209,Austin Peay,OVC,12-20,-3.50,102.5,106.0,67.5,-.030,+0.84,104.2,103.4,+9.54
209,210,South Alabama,SB,17-12,-3.57,101.1,104.6,64.8,+.104,-2.69,101.2,103.9,-3.25
210,211,Wake Forest,ACC,13-18,-3.85,102.2,106.1,66.0,+.058,+2.88,104.1,101.3,-3.99
211,212,Lipscomb,ASun,13-18,-3.89,101.0,104.9,68.7,+.016,+0.34,103.9,103.6,+2.25
212,213,Hawaii,WAC,16-16,-4.03,103.3,107.3,69.6,+.035,-1.75,102.4,104.2,-6.13
213,214,Wright St.,Horz,13-19,-4.06,95.5,99.6,62.1,-.001,+0.90,102.8,101.9,+1.72
214,215,North Carolina Central,MEAC,17-15,-4.09,97.7,101.8,65.5,-.063,-6.31,99.0,105.3,+7.35
215,216,Central Connecticut,NEC,13-16,-4.11,99.7,103.8,67.0,-.052,-4.80,100.4,105.2,-1.81
216,217,St. Francis NY,NEC,15-15,-4.11,97.5,101.6,68.1,-.027,-6.29,100.1,106.3,-5.63
217,218,San Diego,WCC,13-18,-4.29,102.0,106.3,65.3,+.004,+0.24,102.9,102.7,-2.32
218,219,Hofstra,CAA,10-22,-4.48,99.0,103.5,65.4,-.121,-1.10,101.9,103.0,-3.91
219,220,USC,P12,6-26,-4.69,91.2,95.9,59.8,-.099,+6.17,105.9,99.7,+2.16
220,221,McNeese St.,Slnd,17-16,-4.75,100.9,105.7,64.2,+.043,-2.44,100.8,103.3,+5.64
221,222,Southern Illinois,MVC,8-23,-4.79,99.2,104.0,64.8,-.050,+4.14,104.9,100.7,-0.27
222,223,Rider,MAAC,13-19,-4.96,104.3,109.3,67.4,-.002,-1.34,102.4,103.8,+2.06
223,224,Holy Cross,Pat,15-14,-5.00,99.0,104.0,65.3,+.055,-4.25,101.0,105.2,-1.30
224,225,Rhode Island,A10,7-24,-5.13,102.7,107.8,66.5,-.047,+3.63,104.5,100.9,+0.01
225,226,Seattle,ind,12-15,-5.25,98.7,104.0,74.4,-.071,-4.76,102.3,107.1,-2.17
226,227,Northwestern St.,Slnd,16-16,-5.39,97.3,102.7,69.3,+.005,-3.69,100.6,104.3,+2.78
227,228,FIU,SB,8-21,-5.45,99.4,104.9,63.7,-.068,-0.40,102.3,102.7,+3.01
228,229,Southeast Missouri St.,OVC,15-16,-5.46,105.5,110.9,64.6,-.036,-5.86,100.3,106.2,-4.06
229,230,Arizona St.,P12,10-21,-5.55,100.6,106.1,62.5,+.006,+2.84,103.7,100.8,-3.67
230,231,Siena,MAAC,14-17,-5.62,97.3,103.0,64.5,+.043,-2.61,101.6,104.2,-1.51
231,232,Sacred Heart,NEC,14-18,-5.99,102.6,108.6,66.0,-.027,-5.27,100.0,105.3,-3.97
232,233,Campbell,BSth,17-15,-6.00,103.7,109.7,67.1,+.050,-5.07,101.4,106.4,-1.74
233,234,High Point,BSth,13-18,-6.17,105.5,111.6,63.7,-.066,-4.84,101.1,105.9,-0.57
234,235,Texas Tech,B12,8-23,-6.18,95.1,101.3,64.1,-.014,+6.80,106.8,100.0,-6.94
235,236,Southern Utah,Sum,14-17,-6.27,98.3,104.6,62.8,+.015,-2.77,104.7,107.5,-6.72
236,237,Mississippi Valley St. 16,SWAC,21-13,-6.30,98.0,104.2,68.9,+.125,-8.67,96.5,105.2,+14.37
237,238,UNC Wilmington,CAA,10-21,-6.33,100.3,106.7,65.8,+.010,+1.16,103.4,102.3,+2.31
238,239,Lafayette,Pat,13-18,-6.34,106.2,112.5,65.4,+.012,-2.79,101.4,104.2,-0.93
