,Rk,Team,Conf,W-L,AdjEM,AdjO ,AdjD,AdjT,Luck,AdjEM,OppO,OppD,AdjEM
16,17,Florida 2,SEC,29-8,+20.61,115.8,95.2,62.5,+.038,+7.73,106.8,99.1,+1.55
17,18,Illinois 9,B10,20-14,+20.14,113.3,93.1,64.8,-.074,+12.29,110.6,98.3,+3.15
18,19,West Virginia 5,BE,21-12,+20.11,114.9,94.8,62.5,-.018,+12.70,111.0,98.3,+7.10
19,20,Arizona 5,P10,30-8,+19.65,117.4,97.8,65.3,+.064,+7.69,107.7,100.0,-0.36
20,21,Cincinnati 6,BE,26-9,+19.41,111.1,91.7,62.6,+.040,+6.23,106.8,100.6,-9.35
21,22,Utah St. 12,WAC,30-4,+19.32,111.2,91.8,62.4,+.033,-0.29,103.8,104.1,-2.40
22,23,Belmont 13,ASun,30-5,+18.48,112.6,94.1,68.4,-.006,-4.71,100.5,105.2,-1.05
23,24,George Mason 8,CAA,27-7,+18.30,114.1,95.8,64.5,+.028,+2.06,105.0,103.0,+0.66
24,25,Clemson 12,ACC,22-12,+18.16,109.6,91.5,63.9,-.087,+6.99,106.7,99.7,-2.81
25,26,Marquette 11,BE,22-15,+18.14,115.5,97.3,66.2,-.058,+11.06,109.4,98.4,-5.91
26,27,Wichita St. 4,MVC,29-8,+17.94,113.9,95.9,64.9,-.041,+0.89,102.9,102.0,-4.72
27,28,Villanova 9,BE,21-12,+17.83,114.9,97.0,65.0,-.040,+9.07,108.3,99.3,-0.79
28,29,UNLV 8,MWC,24-9,+17.75,110.6,92.9,66.4,+.003,+5.99,106.2,100.2,+1.85
29,30,Michigan 8,B10,21-14,+17.69,112.8,95.1,61.5,-.014,+12.00,110.7,98.7,-1.19
30,31,Georgetown 6,BE,21-11,+17.65,114.2,96.6,63.4,+.048,+12.51,110.2,97.7,+5.80
31,32,Kansas St. 5,B12,23-11,+17.42,111.1,93.6,66.4,+.010,+9.23,108.5,99.3,+0.73
32,33,Vanderbilt 5,SEC,23-11,+17.33,116.6,99.2,66.1,-.050,+6.66,106.5,99.8,+2.52
33,34,Temple 7,A10,26-8,+16.84,110.5,93.7,64.2,+.014,+4.04,105.5,101.5,+5.83
34,35,Florida St. 10,ACC,23-11,+16.76,104.5,87.7,66.7,-.017,+7.01,107.1,100.1,-1.82
35,36,Butler 8,Horz,28-10,+16.46,112.3,95.9,63.5,+.033,+6.11,106.4,100.3,+6.67
36,37,Gonzaga 11,WCC,25-10,+16.45,112.1,95.6,66.1,-.007,+3.82,106.4,102.6,+4.50
37,38,Xavier 6,A10,24-8,+16.02,112.8,96.8,64.3,+.035,+4.49,105.4,100.9,+6.02
38,39,Richmond 12,A10,29-8,+16.01,112.6,96.5,62.1,+.052,+3.11,104.8,101.7,+1.00
39,40,Virginia Tech 1,ACC,22-12,+15.91,109.7,93.7,63.7,-.029,+6.40,106.5,100.1,-0.08
40,41,St. John's 6,BE,21-12,+15.87,111.2,95.3,66.0,+.047,+10.98,110.0,99.0,+1.69
41,42,Missouri 11,B12,23-11,+15.54,113.4,97.8,70.7,-.013,+6.50,106.9,100.4,-4.76
42,43,Saint Mary's 2,WCC,25-9,+15.49,117.2,101.7,64.9,-.027,+1.46,104.7,103.2,+1.30
43,44,Maryland,ACC,19-14,+15.27,109.7,94.4,69.6,-.091,+5.82,107.3,101.5,-4.93
44,45,Michigan St. 10,B10,19-15,+15.08,109.5,94.4,65.0,+.010,+13.70,111.0,97.3,+6.70
45,46,Penn St. 10,B10,19-15,+14.88,113.1,98.3,59.4,+.037,+12.46,110.7,98.3,-0.62
46,47,New Mexico 4,MWC,22-13,+14.70,111.9,97.2,64.9,-.070,+5.15,106.2,101.1,-1.74
47,48,Old Dominion 9,CAA,27-7,+14.66,110.0,95.4,60.4,+.059,+2.38,105.2,102.8,+2.76
48,49,Texas A&M 7,B12,24-9,+14.62,110.0,95.4,60.9,+.050,+5.43,105.9,100.5,-7.50
49,50,Northwestern 4,B10,20-14,+14.03,116.8,102.7,62.8,+.008,+8.91,108.6,99.7,-7.70
50,51,Alabama 1,SEC,25-12,+13.70,104.6,90.9,63.9,-.003,+3.28,104.8,101.5,-5.62
51,52,UCLA 7,P10,23-11,+13.57,108.7,95.1,65.5,+.033,+6.92,107.3,100.4,+0.26
52,53,VCU 11,CAA,28-12,+13.49,112.0,98.5,65.6,+.021,+4.79,105.8,101.0,+2.26
53,54,Colorado 1,B12,24-14,+13.45,117.7,104.3,66.8,-.027,+6.15,106.5,100.3,-7.18
54,55,Duquesne,A10,19-13,+13.36,108.0,94.7,70.9,-.149,+2.17,104.8,102.6,-0.08
55,56,Oakland 13,Sum,25-10,+13.31,118.6,105.3,71.1,+.021,+2.01,106.0,104.0,+14.82
56,57,USC 11,P10,19-15,+13.29,107.9,94.6,61.7,-.050,+7.56,107.8,100.2,+2.66
57,58,Minnesota,B10,17-14,+13.15,110.5,97.4,64.9,-.018,+9.94,110.1,100.2,-0.82
58,59,Seton Hall,BE,13-18,+12.93,104.4,91.5,67.6,-.117,+10.81,109.0,98.2,+2.97
59,60,Washington St. 2,P10,22-13,+12.78,108.1,95.3,67.4,+.002,+6.91,107.3,100.4,+0.35
60,61,Miami FL 2,ACC,21-15,+12.59,112.8,100.2,64.4,-.050,+6.36,106.4,100.0,-1.93
61,62,Tennessee 9,SEC,19-15,+12.41,108.0,95.6,66.1,-.013,+9.07,108.6,99.6,+6.45
62,63,Georgia 10,SEC,21-12,+12.24,108.2,95.9,63.5,-.003,+5.83,106.2,100.4,-0.69
63,64,Nebraska 5,B12,19-13,+11.82,104.9,93.1,62.2,-.049,+4.21,105.6,101.4,-11.74
64,65,UAB 12,CUSA,22-9,+11.64,108.8,97.2,61.8,+.025,+2.16,104.3,102.1,-2.02
65,66,Iona,MAAC,25-12,+11.61,113.6,102.0,68.3,-.086,-1.50,101.4,102.9,+1.30
66,67,Boston College 1,ACC,21-13,+11.36,116.8,105.5,62.8,+.048,+6.90,106.8,99.9,+0.89
67,68,Cleveland St. 2,Horz,27-9,+11.06,109.1,98.0,65.0,+.032,+1.78,104.6,102.8,+2.34
68,69,Missouri St. 3,MVC,26-9,+11.06,114.0,102.9,62.0,+.025,+0.71,103.3,102.6,-1.53
69,70,College of Charleston 6,SC,26-11,+10.99,114.5,103.5,65.9,-.014,-0.11,103.6,103.7,+4.59
70,71,Harvard 6,Ivy,23-7,+10.61,112.4,101.8,63.4,+.051,-0.28,103.7,103.9,+3.07
71,72,UTEP 5,CUSA,25-10,+10.39,105.0,94.6,66.4,-.009,+0.30,103.7,103.4,-3.76
72,73,Oklahoma St. 3,B12,20-14,+10.22,106.7,96.5,64.5,+.041,+7.04,106.9,99.9,-2.51
73,74,Southern Miss,CUSA,22-10,+10.21,112.0,101.8,64.5,-.025,+1.60,103.7,102.1,-3.56
74,75,California 4,P10,18-15,+10.02,109.9,99.8,67.5,+.036,+8.97,108.5,99.5,+6.17
75,76,Mississippi 5,SEC,20-14,+9.91,113.0,103.1,66.0,-.042,+3.13,104.1,101.0,-2.60
76,77,Colorado St. 3,MWC,19-13,+9.55,108.6,99.1,66.1,+.002,+5.56,106.2,100.6,+0.51
77,78,Rutgers,BE,15-17,+9.49,108.6,99.1,62.5,-.051,+8.47,107.1,98.6,-5.31
78,79,Princeton 13,Ivy,25-7,+9.09,107.2,98.1,62.6,+.091,-0.72,104.0,104.7,+0.33
79,80,Baylor,B12,18-13,+9.04,107.1,98.1,64.9,-.044,+3.60,104.4,100.8,-8.92
80,81,Iowa St.,B12,16-16,+8.78,108.1,99.4,69.0,-.095,+4.15,105.9,101.8,-9.59
81,82,Indiana,B10,12-20,+8.57,110.3,101.7,64.6,-.141,+9.10,109.1,100.0,-9.03
82,83,Boise St.,WAC,22-13,+8.22,108.2,100.0,67.3,-.038,+0.02,103.0,103.0,-2.85
83,84,Wofford 14,SC,21-13,+8.17,112.3,104.2,63.2,-.024,-0.59,104.0,104.6,+6.96
84,85,Marshall,CUSA,22-12,+7.99,108.6,100.6,66.7,-.013,+1.42,104.3,102.9,-3.20
85,86,Providence,BE,15-17,+7.25,110.1,102.8,71.4,-.045,+6.53,106.7,100.1,-7.82
86,87,North Carolina St.,ACC,15-16,+7.19,109.9,102.7,65.9,-.021,+7.05,106.6,99.5,-4.26
87,88,Iowa,B10,11-20,+7.12,103.9,96.8,66.6,-.117,+9.95,109.6,99.7,-4.08
88,89,Morehead St. 13,OVC,25-10,+7.01,105.6,98.6,63.4,+.023,-2.89,102.2,105.1,+2.66
89,90,Memphis 12,CUSA,25-10,+6.98,104.5,97.6,67.6,+.117,+2.11,104.8,102.7,-4.74
90,91,Tulsa,CUSA,19-13,+6.92,107.1,100.2,65.7,-.000,+2.45,104.9,102.4,+1.44
91,92,Oregon,P10,21-18,+6.89,106.6,99.7,66.3,+.018,+5.54,106.6,101.0,-4.27
92,93,Drexel,CAA,21-10,+6.82,99.7,92.9,62.9,+.066,+0.64,105.4,104.8,+0.53
93,94,Long Beach St. 7,BW,22-12,+6.66,106.7,100.1,68.7,+.060,+1.86,104.0,102.2,+12.23
94,95,Valparaiso,Horz,23-12,+6.60,106.4,99.8,66.2,+.057,+1.78,105.0,103.2,+1.76
95,96,Bucknell 14,Pat,25-9,+6.57,105.8,99.2,64.5,+.068,-3.41,102.7,106.1,+1.56
96,97,Dayton 3,A10,22-14,+6.47,104.8,98.3,65.2,+.062,+3.65,104.3,100.7,-0.15
97,98,Creighton,MVC,23-16,+6.38,109.9,103.5,63.6,-.041,+0.21,103.6,103.4,-5.06
98,99,Kent St. 7,MAC,25-12,+6.25,105.7,99.5,66.4,+.052,+0.43,103.5,103.0,+0.86
99,100,Georgia Tech,ACC,13-18,+6.25,102.3,96.0,67.8,-.092,+5.50,105.9,100.4,-3.27
100,101,Portland,WCC,20-12,+6.21,111.5,105.3,63.1,+.052,+1.42,104.4,102.9,+1.21
101,102,Stanford,P10,15-16,+6.16,104.7,98.6,64.0,-.044,+4.44,105.2,100.8,-6.23
102,103,Virginia,ACC,16-15,+6.01,104.0,98.0,59.1,+.020,+5.95,106.0,100.0,-5.39
103,104,Fairfield 6,MAAC,25-8,+5.88,98.7,92.8,65.2,+.042,-4.56,100.2,104.7,-5.55
104,105,UCF,CUSA,21-12,+5.87,105.7,99.9,64.2,+.012,+0.68,103.9,103.2,-5.63
105,106,James Madison,CAA,21-12,+5.74,108.3,102.6,66.7,+.022,+0.85,104.2,103.3,-1.34
106,107,Northern Iowa,MVC,20-14,+5.66,109.0,103.3,59.1,+.003,+1.58,103.9,102.3,+2.16
107,108,Indiana St. 14,MVC,20-14,+5.45,102.8,97.4,65.0,+.051,+3.40,105.8,102.4,+2.76
108,109,LIU Brooklyn 15,NEC,27-6,+5.43,109.6,104.2,73.3,+.053,-6.02,99.7,105.8,-5.31
109,110,South Dakota St.,Sum,19-12,+5.39,115.9,110.5,67.2,-.084,-4.03,102.6,106.7,-3.15
110,111,Wright St.,Horz,19-14,+5.23,105.0,99.8,61.6,-.014,+1.73,104.6,102.9,+0.72
111,112,East Tennessee St.,ASun,24-12,+5.16,104.1,98.9,64.3,+.030,-1.94,102.9,104.8,+7.93
112,113,Arkansas,SEC,18-13,+5.15,106.2,101.0,66.0,+.004,+0.19,102.1,101.9,-10.48
113,114,Montana,BSky,21-11,+5.04,101.8,96.8,62.7,+.008,-1.98,103.5,105.4,+2.65
114,115,Buffalo,MAC,20-14,+4.92,104.0,99.1,65.7,-.078,-2.12,102.2,104.3,-2.60
115,116,Santa Clara,WCC,24-14,+4.59,107.9,103.3,66.9,+.051,+0.50,104.8,104.3,-3.31
116,117,Coastal Carolina 8,BSth,28-6,+4.52,104.9,100.4,65.8,+.101,-6.53,99.6,106.2,-4.21
117,118,Akron 15,MAC,23-13,+4.09,103.7,99.6,65.9,+.043,-1.70,102.5,104.2,-0.43
118,119,Northern Colorado 15,BSky,21-11,+4.05,106.3,102.2,66.6,+.023,-2.41,102.4,104.8,+2.87
119,120,Rhode Island,A10,20-14,+4.00,103.5,99.5,65.8,+.051,+1.44,104.5,103.0,+0.77
120,121,Texas Tech,B12,13-19,+3.83,107.2,103.4,69.3,-.041,+5.87,106.5,100.6,-5.01
121,122,IUPUI,Sum,19-14,+3.77,111.5,107.7,61.6,+.014,+1.10,105.6,104.5,+12.48
122,123,Oral Roberts,Sum,19-16,+3.75,110.2,106.4,65.8,-.027,+0.42,105.7,105.3,+5.65
123,124,Northern Arizona,BSky,19-13,+3.59,106.0,102.4,65.0,-.068,-3.38,102.4,105.8,+0.70
124,125,Rider,MAAC,23-11,+3.51,107.0,103.5,67.7,+.073,-2.56,101.2,103.7,-2.64
125,126,Air Force,MWC,16-16,+3.43,107.2,103.8,61.1,+.021,+4.40,105.1,100.7,-5.72
126,127,Saint Louis,A10,12-19,+3.42,99.5,96.0,63.3,-.124,+3.20,105.8,102.6,+0.69
127,128,Vermont 7,AE,23-9,+3.36,102.4,99.1,64.5,+.062,-6.02,99.5,105.5,+0.26
128,129,South Florida,BE,10-23,+3.34,103.7,100.4,61.1,-.019,+10.30,109.2,98.9,+1.65
129,130,South Carolina,SEC,14-16,+3.20,101.2,98.0,67.0,+.010,+5.82,106.9,101.1,-4.56
130,131,Detroit,Horz,17-16,+3.17,107.0,103.8,69.7,-.022,+1.43,103.6,102.1,-0.27
131,132,UC Santa Barbara 15,BW,18-14,+3.15,103.7,100.5,64.1,+.002,+0.29,104.1,103.9,+6.12
132,133,Mississippi St.,SEC,17-14,+3.09,107.5,104.4,66.1,+.061,+1.92,103.9,101.9,-5.51
133,134,Murray St. 6,OVC,23-9,+3.01,105.0,102.0,62.4,+.040,-5.10,100.5,105.6,-2.62
134,135,Hofstra,CAA,21-12,+2.89,108.9,106.1,65.0,+.125,+1.05,104.6,103.5,+0.78
135,136,Loyola Chicago,Horz,16-15,+2.83,105.9,103.1,64.4,-.064,-1.22,102.3,103.5,-8.84
136,137,Saint Peter's 14,MAAC,20-14,+2.73,95.2,92.5,64.1,+.073,+0.88,103.2,102.3,+4.62
137,138,Milwaukee 5,Horz,19-14,+2.69,104.8,102.1,65.4,+.119,+3.12,106.0,102.9,+2.34
138,139,Arizona St.,P10,12-19,+2.68,104.0,101.3,62.6,-.008,+7.28,107.2,99.9,+1.20
139,140,Austin Peay,OVC,20-14,+2.66,103.6,100.9,66.6,-.045,-2.58,102.0,104.6,+4.30
140,141,Utah,MWC,13-18,+2.61,103.6,101.0,67.2,+.033,+7.53,107.2,99.7,+2.64
141,142,Furman,SC,22-11,+2.44,105.3,102.9,62.8,+.060,-2.59,103.0,105.6,+2.08
142,143,Idaho,WAC,18-14,+2.25,104.7,102.4,63.9,+.015,-0.72,101.8,102.5,-4.49
143,144,Oklahoma,B12,14-18,+2.24,104.7,102.5,64.2,+.025,+6.90,106.7,99.8,-7.29
144,145,New Mexico St.,WAC,16-17,+2.20,105.5,103.3,66.5,-.024,+2.72,104.3,101.6,+4.05
145,146,Davidson,SC,18-15,+2.17,105.6,103.4,67.1,-.036,-1.77,103.6,105.4,+4.45
146,147,Pacific,BW,16-15,+2.05,105.6,103.6,59.4,-.061,-0.33,103.8,104.1,+4.82
147,148,San Francisco,WCC,19-15,+1.99,102.9,100.9,67.3,+.083,+2.54,105.7,103.2,+3.05
148,149,Ohio,MAC,19-16,+1.91,107.4,105.5,67.1,-.003,-1.76,102.1,103.9,-1.27
149,150,UNC Asheville 16,BSth,20-14,+1.91,101.9,100.0,67.4,-.011,-3.97,101.1,105.1,+7.07
150,151,St. Bonaventure,A10,16-15,+1.85,106.6,104.7,62.8,+.029,+1.62,104.0,102.3,-0.17
151,152,Robert Morris,NEC,18-14,+1.83,103.2,101.4,63.3,+.013,-1.28,102.5,103.8,+9.25
152,153,Lipscomb,ASun,17-13,+1.56,106.8,105.3,69.3,+.001,-1.86,101.2,103.0,+8.14
153,154,East Carolina,CUSA,18-16,+1.41,105.3,103.9,65.0,+.028,+2.60,104.4,101.8,-2.85
154,155,Rice,CUSA,14-18,+0.88,105.2,104.3,63.5,-.062,+1.60,104.4,102.8,-1.51
155,156,Jacksonville,ASun,20-12,+0.82,98.8,98.0,67.1,+.032,-3.48,100.9,104.4,+0.65
156,157,Central Connecticut,NEC,19-12,+0.75,100.8,100.1,66.0,-.010,-6.22,100.1,106.3,-5.48
157,158,Green Bay,Horz,14-18,+0.69,104.5,103.8,64.8,+.009,+3.56,105.3,101.7,+4.25
158,159,Oregon St.,P10,11-20,+0.45,102.8,102.3,69.1,-.044,+4.69,105.5,100.8,-10.09
159,160,Nevada,WAC,13-19,+0.44,104.3,103.9,66.8,-.050,+1.65,104.6,103.0,+1.68
160,161,SMU,CUSA,20-15,+0.42,103.5,103.1,59.5,-.019,-2.79,102.0,104.8,-13.65
161,162,North Dakota St.,Sum,14-15,+0.40,104.8,104.4,67.0,-.133,-2.73,104.1,106.8,+0.80
162,163,Hawaii,WAC,19-13,+0.40,100.6,100.2,66.9,+.043,-2.20,102.1,104.3,-9.27
163,164,Ball St.,MAC,19-13,+0.03,103.4,103.3,63.6,+.028,-4.02,100.4,104.4,-1.79
164,165,Quinnipiac,NEC,22-10,+0.00,104.4,104.4,67.1,+.004,-7.16,98.5,105.7,-6.25
165,166,Western Michigan,MAC,21-13,-0.12,104.0,104.1,66.8,+.043,-3.98,100.6,104.5,-0.65
166,167,Cal Poly,BW,15-15,-0.13,97.9,98.0,59.6,-.001,-2.17,102.8,104.9,+0.78
167,168,Evansville,MVC,16-16,-0.15,101.9,102.1,66.2,+.044,+2.34,104.5,102.2,+1.02
168,169,Weber St.,BSky,18-14,-0.21,104.1,104.4,64.4,+.010,-1.30,103.0,104.3,+6.42
169,170,Boston University 16,AE,21-14,-0.50,103.4,103.9,62.6,+.045,-4.62,100.5,105.1,+0.49
170,171,TCU,MWC,11-22,-0.54,102.4,102.9,65.9,-.075,+4.32,105.3,101.0,-3.55
171,172,La Salle,A10,15-18,-0.61,106.7,107.3,70.9,+.009,+1.21,103.8,102.6,-3.97
172,173,American,Pat,22-9,-0.64,104.1,104.7,60.3,+.128,-6.21,101.0,107.2,-3.55
173,174,North Texas,SB,22-11,-0.72,109.0,109.8,67.1,+.044,-7.26,99.1,106.4,-6.67
174,175,George Washington,A10,17-14,-0.73,101.3,102.0,63.6,+.073,-0.85,103.2,104.0,-5.42
175,176,IPFW,Sum,18-12,-0.87,105.8,106.7,65.0,+.024,-4.85,102.7,107.5,-8.06
176,177,Fresno St.,WAC,14-17,-0.97,101.9,102.9,65.5,-.033,+0.03,103.1,103.0,-2.83
177,178,San Jose St.,WAC,17-16,-1.20,105.1,106.3,66.2,+.054,-0.17,102.8,103.0,-5.52
178,179,Sam Houston St.,Slnd,18-13,-1.29,103.1,104.4,65.3,-.030,-5.21,100.5,105.7,+4.05
179,180,Massachusetts,A10,15-15,-1.32,98.4,99.7,66.5,+.044,+0.94,104.2,103.3,-1.90
180,181,Loyola MD,MAAC,15-15,-1.53,103.4,105.0,64.8,-.025,-3.42,99.8,103.2,-4.01
181,182,Yale,Ivy,15-13,-1.60,99.5,101.1,65.7,+.033,-1.94,103.2,105.1,-1.11
182,183,Canisius,MAAC,15-15,-1.61,103.0,104.6,64.7,-.031,-3.72,100.5,104.2,-4.79
183,184,Western Carolina,SC,18-15,-1.81,98.7,100.5,68.1,+.044,-2.73,103.3,106.1,+3.51
184,185,Penn,Ivy,13-15,-1.88,101.8,103.7,63.3,+.007,-1.09,103.5,104.6,+0.67
185,186,Florida Atlantic 7,SB,21-11,-1.94,102.9,104.8,62.4,+.134,-2.90,103.0,105.9,+3.44
186,187,Saint Joseph's,A10,11-22,-2.07,106.1,108.2,62.8,+.020,+4.76,105.0,100.2,+4.65
187,188,Miami OH,MAC,16-17,-2.11,105.5,107.6,62.5,+.119,+3.35,104.9,101.6,+11.75
188,189,Middle Tennessee,SB,16-16,-2.19,98.5,100.7,65.6,-.071,-6.03,100.7,106.7,-2.45
189,190,Lehigh,Pat,16-15,-2.20,102.7,104.9,69.9,-.029,-5.22,100.1,105.3,-3.96
190,191,Tulane,CUSA,13-17,-2.34,102.4,104.7,64.7,-.125,-0.91,102.6,103.5,-13.09
191,192,Cornell,Ivy,10-18,-2.42,105.2,107.6,65.1,-.070,-0.58,102.6,103.2,+1.44
192,193,Bradley,MVC,12-20,-2.45,101.3,103.7,65.7,-.033,+0.67,103.5,102.9,-4.11
193,194,Northeastern,CAA,11-20,-2.59,108.8,111.4,62.6,+.023,+2.43,104.0,101.6,+2.39
194,195,Arkansas St.,SB,17-15,-2.73,100.9,103.6,64.1,+.002,-3.81,101.8,105.6,+2.06
195,196,Delaware,CAA,14-17,-3.10,100.4,103.5,63.4,+.059,+1.83,105.7,103.9,+0.09
196,197,DePaul,BE,7-24,-3.28,103.1,106.4,68.3,-.043,+8.56,107.6,99.0,-5.78
197,198,Loyola Marymount,WCC,11-21,-3.32,102.1,105.4,66.2,-.100,+0.31,104.0,103.7,-3.35
198,199,VMI,BSth,18-13,-3.34,110.6,113.9,74.7,-.016,-5.88,99.3,105.1,-1.83
199,200,Maine,AE,15-15,-3.46,104.8,108.2,64.7,-.056,-6.52,99.5,106.0,-1.60
200,201,Drake,MVC,13-18,-3.50,101.4,104.9,64.5,-.010,+0.41,103.1,102.7,-3.32
201,202,Mercer,ASun,15-18,-3.67,101.1,104.8,65.3,-.001,-2.52,101.0,103.5,+1.72
202,203,Siena,MAAC,13-18,-3.77,99.1,102.9,67.9,-.005,-1.29,102.4,103.7,+1.80
203,204,UNC Wilmington,CAA,13-18,-3.82,102.0,105.9,61.8,+.002,-1.09,103.4,104.5,-5.44
204,205,St. Francis NY,NEC,15-15,-3.84,98.9,102.7,65.9,-.016,-5.52,100.6,106.1,-5.89
205,206,McNeese St. 8,Slnd,21-12,-3.88,105.5,109.4,65.1,+.083,-6.24,99.8,106.0,+1.89
206,207,Charlotte,A10,10-20,-4.04,101.5,105.5,63.7,-.009,+2.41,103.8,101.4,-0.73
207,208,Hampton 16,MEAC,24-9,-4.21,94.4,98.7,66.1,+.108,-10.70,97.4,108.1,-4.84
208,209,Stephen F. Austin,Slnd,18-11,-4.26,96.6,100.9,59.0,-.039,-9.22,98.7,107.9,-11.54
209,210,Tennessee Tech,OVC,20-13,-4.36,100.9,105.2,69.8,+.058,-5.75,100.1,105.9,-7.36
210,211,Charleston Southern,BSth,16-16,-4.37,102.9,107.2,65.9,-.060,-3.98,100.3,104.3,+2.44
211,212,Appalachian St.,SC,16-15,-4.38,104.7,109.0,66.0,+.044,-2.32,103.4,105.7,+5.92
212,213,Southern Illinois,MVC,13-19,-4.39,97.0,101.4,63.2,+.034,+0.74,104.3,103.6,-3.32
213,214,Columbia,Ivy,15-13,-4.50,101.3,105.8,66.8,+.038,-4.03,102.2,106.2,-6.31
214,215,Arkansas Little Rock 16,SB,19-17,-4.53,101.1,105.6,64.1,+.032,-3.85,102.2,106.1,+0.85
215,216,Western Kentucky,SB,16-16,-4.57,100.5,105.1,66.8,+.019,-4.30,101.2,105.5,+1.98
216,217,Georgia St.,CAA,12-19,-4.58,94.9,99.5,63.7,-.031,-1.79,103.3,105.1,-10.82
217,218,UC Irvine,BW,13-19,-4.62,102.6,107.2,69.8,-.048,-3.16,101.4,104.6,-4.04
218,219,Denver,SB,13-17,-4.70,100.0,104.7,56.2,-.056,-4.78,101.5,106.2,-0.33
219,220,North Florida,ASun,15-19,-4.79,99.7,104.5,65.3,+.087,+1.43,102.9,101.5,+14.80
220,221,Winthrop,BSth,13-17,-4.85,96.3,101.1,64.9,-.040,-3.02,101.7,104.7,+5.41
221,222,Houston,CUSA,12-18,-5.04,101.4,106.4,65.5,+.006,-0.24,102.6,102.9,-7.66
222,223,Cal St. Northridge,BW,14-18,-5.08,100.6,105.7,67.7,+.002,-1.57,102.8,104.4,+0.95
223,224,Pepperdine,WCC,12-21,-5.09,104.6,109.7,65.4,+.006,+1.44,104.5,103.0,+0.52
224,225,Lafayette,Pat,13-19,-5.21,103.0,108.2,64.4,-.031,-2.94,102.0,104.9,-0.81
225,226,William & Mary,CAA,10-22,-5.31,103.0,108.3,62.9,-.056,+1.74,104.2,102.5,-2.65
226,227,UTSA 16,Slnd,20-14,-5.32,101.8,107.1,66.7,+.085,-5.71,100.3,106.1,-1.85
227,228,Holy Cross,Pat,8-21,-5.32,101.6,106.9,64.7,-.150,-3.63,101.6,105.2,-0.37
228,229,Wyoming,MWC,10-21,-5.40,98.5,103.9,66.0,-.056,+3.73,105.3,101.6,-6.78
229,230,Wagner,NEC,13-17,-5.41,100.4,105.9,66.3,+.028,-2.00,101.8,103.8,+3.17
230,231,Liberty,BSth,19-13,-5.52,97.6,103.1,64.6,+.087,-5.11,100.6,105.7,+1.22
231,232,LSU,SEC,11-21,-5.68,95.6,101.2,64.7,-.055,+1.09,103.8,102.8,-8.78
232,233,Stony Brook,AE,15-17,-5.69,93.7,99.4,62.3,-.037,-6.61,100.2,106.8,-4.63
233,234,Auburn,SEC,11-20,-5.75,96.9,102.7,64.4,+.002,+0.66,102.4,101.8,-11.70
234,235,Nicholls St.,Slnd,14-14,-5.82,97.2,103.0,59.9,-.051,-4.82,101.2,106.0,+8.48
235,236,Louisiana Lafayette,SB,14-15,-6.00,98.7,104.7,67.7,+.031,-4.75,101.6,106.4,-0.21
236,237,Illinois St.,MVC,12-19,-6.01,96.4,102.5,62.3,-.008,-2.12,102.5,104.6,-10.49
237,238,Brown,Ivy,11-17,-6.48,102.9,109.4,68.0,-.028,-3.05,101.6,104.7,-4.38
238,239,Eastern Kentucky,OVC,15-16,-6.56,102.3,108.9,60.8,-.026,-6.28,99.5,105.8,-5.24
239,240,Elon,SC,14-17,-6.60,104.3,110.9,67.1,-.015,-3.40,102.2,105.6,+3.76
