,Rk,Team,Conf,W-L,AdjEM,AdjO ,AdjD,AdjT,Luck,AdjEM,OppO,OppD,AdjEM
132,133,Samford,OVC,20-11,+3.05,110.0,107.0,55.8,+.043,-3.94,102.2,106.2,+12.34
133,134,Manhattan 9,MAAC,20-11,+3.00,107.8,104.8,67.5,+.104,+0.87,105.2,104.4,+1.99
134,135,Loyola Marymount,WCC,12-18,+2.95,100.2,97.3,70.7,-.044,+4.05,106.2,102.2,+5.29
135,136,Drake,MVC,12-19,+2.87,107.0,104.2,64.4,-.062,+5.96,104.4,98.4,+1.53
136,137,Fresno St.,WAC,15-13,+2.78,105.6,102.8,69.2,+.039,+2.30,103.8,101.5,+1.09
137,138,Albany 16,AE,21-11,+2.63,106.2,103.6,63.8,+.027,-5.65,99.6,105.3,+0.12
138,139,Buffalo,MAC,19-13,+2.56,106.0,103.4,67.3,+.030,-0.68,102.5,103.2,-1.31
139,140,Utah,MWC,14-15,+2.47,104.8,102.4,60.2,-.026,+2.65,104.3,101.7,-2.09
140,141,Arizona St.,P10,11-17,+2.26,104.8,102.6,64.8,-.027,+5.53,105.1,99.6,-6.99
141,142,Wyoming,MWC,14-18,+1.85,99.1,97.3,68.3,-.030,+2.64,104.2,101.6,-3.09
142,143,Boise St.,WAC,14-15,+1.78,101.8,100.0,69.8,-.049,+0.89,103.7,102.8,-3.08
143,144,Loyola Chicago,Horz,19-11,+1.63,107.5,105.8,65.9,+.078,-0.77,103.6,104.3,-0.71
144,145,Long Beach St.,BW,18-12,+1.54,107.6,106.1,74.1,+.027,-2.38,102.6,105.0,-2.24
145,146,Saint Peter's,MAAC,17-15,+1.00,106.2,105.2,66.6,+.041,-0.05,105.0,105.1,-0.79
146,147,Mississippi,SEC,14-16,+0.93,102.5,101.6,63.8,+.029,+4.72,105.4,100.7,-9.77
147,148,Eastern Washington,BSky,15-15,+0.73,106.7,106.0,65.7,-.006,+0.71,104.8,104.0,+4.19
148,149,Oregon St.,P10,13-18,+0.58,104.4,103.8,64.5,+.031,+6.05,105.1,99.1,-5.28
149,150,Rhode Island,A10,14-14,+0.55,104.0,103.4,62.3,+.043,+1.71,103.3,101.6,-2.94
150,151,Missouri,B12,12-16,+0.28,103.9,103.7,64.6,+.034,+5.62,105.7,100.1,-4.98
151,152,San Francisco,WCC,11-17,+0.28,103.5,103.2,64.1,-.017,+2.34,104.5,102.2,+2.46
152,153,Louisiana Lafayette,SB,13-16,+0.21,98.4,98.2,66.1,+.020,+2.14,104.0,101.9,+7.03
153,154,Baylor,B12,4-13,+0.18,102.6,102.4,65.5,-.046,+11.81,108.7,96.9,-99.00
154,155,Purdue,B10,9-19,+0.14,101.9,101.7,65.5,-.009,+8.25,107.5,99.3,-0.79
155,156,Sacramento St.,BSky,15-15,-0.01,106.7,106.7,67.9,-.031,-0.49,104.1,104.6,+0.86
156,157,Northern Arizona 9,BSky,21-11,-0.04,103.9,104.0,69.2,+.079,-2.60,103.4,106.0,-3.09
157,158,Central Connecticut,NEC,18-11,-0.07,109.6,109.6,62.0,-.027,-7.66,97.5,105.2,-3.20
158,159,Middle Tennessee,SB,16-12,-0.22,105.0,105.3,64.4,+.065,-1.26,102.4,103.6,+1.91
159,160,Santa Clara,WCC,13-16,-0.41,100.7,101.1,64.8,+.014,+3.13,105.0,101.9,+5.26
160,161,Georgia Southern 10,SC,20-10,-0.43,101.2,101.6,72.2,+.077,-5.88,100.5,106.4,-3.48
161,162,Portland St.,BSky,12-16,-0.59,102.1,102.6,65.6,-.094,+0.03,105.5,105.4,+2.41
162,163,North Dakota St.,ind,16-12,-0.65,103.8,104.4,65.0,-.066,-4.34,102.0,106.4,-1.65
163,164,Monmouth 16,NEC,19-15,-0.68,95.8,96.4,64.6,+.018,-3.55,101.2,104.7,+4.12
164,165,Belmont 15,ASun,20-11,-0.73,107.1,107.8,69.1,+.024,-8.62,99.7,108.4,+5.97
165,166,Cal St. Fullerton,BW,16-13,-0.77,107.3,108.1,68.2,-.036,-4.85,100.3,105.2,-6.46
166,167,Coastal Carolina,BSth,20-10,-0.83,106.5,107.3,61.7,+.069,-6.48,100.4,106.8,+1.56
167,168,Troy,SB,14-15,-0.89,105.4,106.3,64.8,-.105,-3.23,101.1,104.3,-4.56
168,169,Illinois St.,MVC,9-19,-0.89,92.8,93.6,61.2,-.095,+4.49,103.8,99.3,-6.25
169,170,Illinois Chicago,Horz,16-15,-0.95,105.4,106.4,63.9,+.088,+0.59,104.1,103.6,+3.32
170,171,South Florida,BE,7-22,-1.01,95.7,96.7,61.6,-.104,+5.82,106.3,100.5,-4.74
171,172,Denver,SB,16-15,-1.03,98.5,99.6,64.1,-.010,-2.69,102.5,105.2,-5.37
172,173,Fairleigh Dickinson 10,NEC,20-12,-1.05,101.5,102.5,69.1,+.037,-5.56,99.8,105.3,+4.12
173,174,UC Santa Barbara,BW,15-14,-1.05,102.2,103.3,62.0,-.016,-2.41,102.4,104.8,+0.87
174,175,Valparaiso,MCon,17-12,-1.17,105.1,106.2,69.2,+.003,-5.77,101.7,107.4,+0.04
175,176,Detroit,Horz,16-16,-1.29,104.2,105.5,60.0,+.048,+1.06,104.2,103.1,+4.96
176,177,Lipscomb 10,ASun,21-11,-1.63,100.2,101.8,64.6,+.011,-10.55,99.6,110.1,-4.20
177,178,IUPUI,MCon,19-10,-1.73,105.4,107.2,60.8,+.064,-5.50,101.9,107.4,+2.16
178,179,Indiana St.,MVC,13-16,-1.77,101.1,102.9,64.7,+.101,+5.35,104.4,99.0,-5.81
179,180,College of Charleston,SC,17-11,-1.95,99.6,101.5,67.9,-.044,-7.76,100.1,107.9,-7.95
180,181,Niagara,MAAC,11-18,-1.99,106.4,108.4,65.2,-.038,+0.43,105.5,105.0,+1.43
181,182,Sam Houston St.,Slnd,22-9,-2.01,101.5,103.5,67.9,+.159,-3.62,100.8,104.4,+3.52
182,183,Wright St.,Horz,13-15,-2.03,101.0,103.0,61.0,+.016,+0.23,104.4,104.2,+0.81
183,184,Loyola MD,MAAC,15-13,-2.13,105.3,107.4,68.8,+.076,-1.68,104.5,106.2,-4.41
184,185,Stephen F. Austin,Slnd,17-12,-2.23,102.8,105.0,63.4,-.090,-7.96,98.1,106.1,-7.41
185,186,Birmingham Southern,BSth,19-9,-2.26,109.0,111.2,58.2,+.088,-8.33,99.3,107.6,-5.80
186,187,SMU,CUSA,13-16,-2.40,98.3,100.7,64.6,-.113,-4.30,98.6,102.9,-10.33
187,188,Evansville,MVC,10-19,-2.42,100.4,102.9,67.4,+.046,+4.64,103.7,99.0,-5.90
188,189,Southeastern Louisiana,Slnd,16-12,-2.64,101.0,103.6,61.6,+.000,-4.97,100.5,105.5,+1.46
189,190,UCF,CUSA,14-15,-2.74,99.9,102.6,62.0,-.027,-3.23,100.1,103.3,-7.62
190,191,UT Arlington,Slnd,14-16,-2.86,102.5,105.3,66.2,-.070,-1.85,102.3,104.1,+5.98
191,192,Lehigh,Pat,19-12,-3.05,96.8,99.8,63.7,+.065,-6.77,98.2,105.0,-4.09
192,193,Green Bay,Horz,15-16,-3.06,102.8,105.8,63.1,+.056,-0.04,104.2,104.2,-0.53
193,194,Binghamton,AE,16-13,-3.19,95.8,99.0,63.3,+.015,-6.83,100.1,107.0,-1.60
194,195,Austin Peay,OVC,17-14,-3.21,102.8,106.0,66.7,+.032,-5.53,101.6,107.1,-1.38
195,196,Vermont,AE,13-17,-3.38,98.5,101.9,64.7,-.067,-3.85,100.2,104.1,+2.34
196,197,Southern 16,SWAC,19-13,-3.40,96.2,99.6,64.8,+.081,-7.68,96.6,104.3,+13.07
197,198,San Jose St.,WAC,6-25,-3.49,95.8,99.3,67.9,-.140,+3.15,105.8,102.7,+1.71
198,199,Ball St.,MAC,10-18,-3.50,98.2,101.7,63.3,-.092,+0.69,103.3,102.6,+3.78
199,200,Idaho St.,BSky,13-14,-3.52,104.6,108.2,71.0,-.015,-2.73,102.4,105.2,-4.65
200,201,Delaware St. 10,MEAC,21-14,-3.57,102.1,105.7,54.5,+.106,-5.11,98.6,103.7,+14.07
201,202,Tennessee Tech,OVC,19-12,-3.63,100.4,104.0,68.4,+.104,-4.08,102.6,106.7,+8.49
202,203,Boston University,AE,12-16,-3.87,97.1,101.0,59.3,-.042,-3.53,100.6,104.1,+5.00
203,204,Pepperdine,WCC,7-20,-4.31,97.1,101.4,66.7,-.016,+4.77,106.2,101.4,+7.44
204,205,Jacksonville St.,OVC,16-13,-4.40,106.6,111.0,70.0,+.033,-5.74,101.3,107.0,+1.05
205,206,Lamar,Slnd,17-14,-4.44,103.7,108.1,72.2,+.005,-5.79,100.1,105.9,-3.27
206,207,North Texas,SB,14-14,-4.45,102.5,106.9,71.8,+.001,-1.75,100.8,102.5,-2.27
207,208,Tennessee St.,OVC,13-15,-4.54,104.2,108.7,65.0,-.030,-4.06,102.3,106.3,+6.95
208,209,Tulane,CUSA,12-17,-4.93,94.7,99.6,65.9,+.008,-0.22,101.4,101.6,+0.53
209,210,Canisius,MAAC,9-20,-4.97,103.6,108.5,64.6,-.066,-0.79,105.3,106.1,-3.32
210,211,Tulsa,CUSA,11-17,-5.05,94.2,99.2,64.4,+.014,-0.32,101.8,102.1,-1.77
211,212,Portland,WCC,11-18,-5.14,102.6,107.7,65.6,+.046,+1.39,103.2,101.8,-0.00
212,213,High Point,BSth,16-13,-5.21,100.8,106.0,70.4,+.041,-5.22,101.3,106.6,-1.57
213,214,Montana St.,BSky,15-15,-5.26,103.4,108.7,66.7,+.035,-3.89,102.2,106.1,-6.98
214,215,Arkansas Little Rock,SB,14-15,-5.28,95.6,100.9,64.6,+.012,-3.75,101.1,104.8,-6.34
215,216,Arkansas St.,SB,12-18,-5.35,104.7,110.0,67.2,-.028,-0.80,101.5,102.3,+1.27
216,217,Rice,CUSA,12-16,-5.36,100.2,105.6,65.3,+.030,+0.29,101.4,101.1,+0.40
217,218,McNeese St.,Slnd,14-14,-5.56,97.9,103.5,70.0,+.026,-2.91,100.6,103.5,+5.51
218,219,Georgia St.,CAA,7-22,-5.62,102.3,107.9,63.6,-.104,+2.48,103.8,101.3,+0.52
219,220,East Tennessee St.,ASun,15-13,-5.73,99.7,105.4,73.0,-.066,-11.41,98.8,110.2,-3.36
220,221,Delaware,CAA,9-21,-5.73,96.8,102.6,67.6,-.033,+1.03,103.7,102.6,-5.26
221,222,Tennessee Martin,OVC,13-15,-5.88,103.3,109.2,67.5,-.003,-4.06,102.0,106.0,+8.19
222,223,Marshall,CUSA,12-16,-6.02,98.1,104.1,65.2,+.034,-2.45,100.6,103.0,-5.28
223,224,Furman,SC,15-13,-6.04,102.6,108.7,62.6,-.016,-6.21,100.6,106.8,-3.91
224,225,Fairfield,MAAC,9-19,-6.12,106.4,112.5,65.5,+.034,+1.45,105.5,104.1,+4.71
225,226,UTSA,Slnd,11-17,-6.13,99.9,106.0,69.9,-.081,-3.44,100.6,104.0,-0.98
226,227,Elon,SC,15-14,-6.23,97.6,103.8,64.0,+.076,-2.22,103.0,105.2,+6.26
227,228,Utah Valley St.,ind,16-13,-6.37,101.8,108.2,59.3,-.011,-8.52,99.0,107.5,-7.10
228,229,Rider,MAAC,8-20,-6.39,100.9,107.3,67.6,-.035,+1.00,105.1,104.1,+2.83
229,230,Radford,BSth,16-13,-6.48,104.1,110.6,67.0,+.047,-6.81,99.5,106.3,-3.14
230,231,New Orleans,SB,10-19,-6.53,99.1,105.6,63.0,+.002,+1.27,102.6,101.3,+7.17
231,232,Western Michigan,MAC,14-17,-6.55,96.6,103.2,64.7,+.103,+0.74,103.2,102.5,+3.25
232,233,Cornell,Ivy,13-15,-6.71,98.9,105.6,62.1,-.029,-6.40,98.9,105.3,-1.40
233,234,Chicago St.,MCon,11-19,-6.90,101.2,108.1,65.3,+.043,-0.62,104.3,104.9,+11.15
234,235,William & Mary,CAA,8-20,-7.05,98.6,105.7,65.3,-.070,+0.02,102.5,102.4,-8.29
235,236,Chattanooga,SC,19-13,-7.18,98.8,106.0,67.1,+.107,-4.99,100.7,105.7,-2.42
236,237,St. Bonaventure,A10,8-19,-7.24,100.3,107.5,67.5,-.064,-0.27,103.5,103.8,-4.36
237,238,Appalachian St.,SC,14-16,-7.25,100.6,107.8,64.1,+.021,-4.79,101.0,105.8,+0.12
238,239,TCU,MWC,6-25,-7.26,94.0,101.2,66.5,-.060,+2.91,104.2,101.3,-1.79
