,Rk,Team,Conf,W-L,AdjEM,AdjO ,AdjD,AdjT,Luck,AdjEM,OppO,OppD,AdjEM
99,100,Alabama,SEC,18-14,+6.63,105.9,99.3,67.5,-.016,+4.06,105.2,101.2,-7.19
100,101,Stephen F. Austin 14,Slnd,24-8,+6.52,97.0,90.4,62.4,+.053,-1.98,101.9,103.9,+4.63
101,102,Oakland,Sum,23-13,+6.36,114.2,107.8,64.8,+.026,+0.27,104.1,103.8,+7.23
102,103,Nevada,WAC,21-13,+6.07,105.8,99.8,66.3,+.002,+1.04,104.2,103.2,+2.94
103,104,Virginia,ACC,10-18,+5.77,103.5,97.8,67.2,-.066,+9.75,108.4,98.6,-2.58
104,105,East Tennessee St. 16,ASun,23-11,+5.67,106.4,100.7,69.6,-.048,-4.73,100.2,105.0,-1.26
105,106,La Salle,A10,18-13,+5.35,105.9,100.5,66.7,-.009,+1.08,103.0,101.9,-3.46
106,107,Cornell 14,Ivy,21-10,+5.23,108.5,103.3,65.4,-.005,-5.58,99.0,104.6,-0.50
107,108,Cal St. Northridge 15,BW,17-14,+5.18,102.2,97.0,71.8,-.045,+0.26,104.0,103.7,+5.14
108,109,Portland,WCC,19-13,+5.01,107.3,102.3,64.6,-.006,+0.27,103.0,102.8,+0.64
109,110,Pacific,BW,21-13,+4.92,108.8,103.9,58.5,-.026,-1.91,102.4,104.3,-0.41
110,111,Oregon St.,P10,18-18,+4.91,106.1,101.2,57.4,+.068,+9.11,108.3,99.2,-6.43
111,112,American 14,Pat,24-8,+4.70,105.3,100.6,60.7,+.093,-6.34,97.6,104.0,+0.55
112,113,Iowa St.,B12,15-17,+4.60,102.5,97.9,63.7,-.017,+5.50,106.3,100.8,-8.10
113,114,Richmond,A10,20-16,+4.43,106.8,102.4,63.9,-.034,+1.08,103.7,102.6,-1.47
114,115,Belmont,ASun,20-13,+4.25,106.6,102.4,69.1,-.047,-3.83,101.3,105.2,+2.46
115,116,Weber St. 8,BSky,21-10,+4.20,103.2,99.0,67.0,+.078,-1.93,103.1,105.0,+4.01
116,117,Tennessee Martin,OVC,22-10,+4.20,108.5,104.3,68.3,+.013,-5.21,101.2,106.4,-4.28
117,118,Portland St. 13,BSky,23-10,+4.04,109.2,105.1,64.8,+.025,-3.32,101.5,104.8,-0.00
118,119,Buffalo,MAC,21-12,+3.96,102.6,98.6,64.6,+.036,+0.07,101.5,101.4,+1.97
119,120,Bradley,MVC,21-15,+3.95,104.9,101.0,64.7,+.046,+1.45,104.2,102.8,-0.67
120,121,St. John's,BE,16-18,+3.88,102.7,98.8,65.4,+.001,+6.51,106.3,99.8,-9.60
121,122,Jacksonville 8,ASun,18-14,+3.87,108.2,104.4,66.2,-.071,-3.19,100.5,103.7,+4.84
122,123,Sam Houston St.,Slnd,18-12,+3.64,107.3,103.7,66.1,-.065,-1.21,102.3,103.5,+4.34
123,124,Kent St.,MAC,19-15,+3.47,103.2,99.7,66.1,-.031,-1.00,100.9,101.9,+0.13
124,125,New Mexico St.,WAC,17-15,+3.31,109.4,106.0,69.1,-.020,+0.85,103.6,102.7,+0.17
125,126,TCU,MWC,14-17,+3.23,103.5,100.3,62.8,-.019,+5.35,105.5,100.1,-0.40
126,127,Arkansas,SEC,14-16,+3.20,105.1,101.9,68.6,-.040,+3.85,105.1,101.2,-7.75
127,128,Evansville,MVC,17-14,+3.10,102.7,99.6,66.5,+.016,+1.36,103.6,102.2,-4.22
128,129,Illinois Chicago,Horz,16-15,+3.01,105.6,102.6,65.1,-.022,+1.33,102.6,101.3,+0.23
129,130,Wyoming,MWC,19-14,+2.98,107.0,104.0,69.5,+.094,+3.71,105.2,101.5,-8.43
130,131,Murray St.,OVC,19-12,+2.76,103.1,100.3,62.4,-.028,-3.03,103.0,106.0,+5.35
131,132,Drexel,CAA,15-14,+2.65,98.6,95.9,63.0,-.002,-0.14,102.4,102.5,+3.49
132,133,James Madison,CAA,21-15,+2.42,105.8,103.3,65.9,+.027,-1.83,101.6,103.4,-4.69
133,134,Wichita St.,MVC,17-17,+2.39,102.8,100.4,62.3,-.004,+2.35,104.2,101.8,-0.36
134,135,UCF,CUSA,17-14,+2.32,105.9,103.6,65.9,+.022,+1.06,104.5,103.4,-3.01
135,136,South Florida,BE,9-22,+2.30,101.5,99.2,60.9,-.056,+10.30,107.7,97.4,+3.04
136,137,Santa Clara,WCC,16-17,+2.25,101.6,99.3,63.7,-.051,+1.10,103.8,102.7,+0.99
137,138,Massachusetts,A10,12-18,+2.22,105.1,102.9,68.4,-.039,+4.83,105.7,100.9,+4.34
138,139,UT Arlington,Slnd,16-14,+2.05,109.4,107.4,69.0,-.105,-1.58,102.0,103.6,+2.24
139,140,Charlotte,A10,11-20,+1.84,103.9,102.0,65.5,-.095,+3.64,105.1,101.5,+1.63
140,141,Drake,MVC,17-16,+1.80,102.4,100.6,62.9,-.032,+0.60,103.3,102.7,-4.76
141,142,Bowling Green 8,MAC,19-14,+1.79,102.5,100.7,62.5,-.010,-1.76,100.3,102.1,-4.43
142,143,Saint Louis,A10,18-14,+1.75,101.8,100.1,60.0,+.038,+0.24,102.7,102.5,-7.19
143,144,Southern Miss,CUSA,15-17,+1.58,106.7,105.1,62.4,-.018,+4.27,105.2,100.9,+1.04
144,145,Mount St. Mary's,NEC,19-14,+1.54,101.4,99.9,63.9,-.091,-6.13,100.3,106.4,+3.61
145,146,Robert Morris 15,NEC,24-11,+1.49,102.0,100.6,66.0,+.055,-7.27,99.3,106.5,+0.44
146,147,College of Charleston,SC,27-9,+1.40,110.0,108.6,66.2,+.085,-6.68,100.2,106.9,-5.89
147,148,Arkansas Little Rock,SB,23-8,+1.24,99.9,98.7,64.9,+.144,-4.49,100.4,104.8,-2.91
148,149,Rutgers,BE,11-21,+1.13,98.6,97.4,64.2,-.074,+6.25,106.2,99.9,-10.09
149,150,Morgan St. 15,MEAC,23-12,+0.99,100.1,99.1,65.5,+.031,-7.43,98.2,105.7,+4.82
150,151,Boise St.,WAC,19-13,+0.97,103.1,102.1,68.7,+.091,-0.24,104.1,104.4,-3.56
151,152,North Texas,SB,20-12,+0.95,109.0,108.0,68.1,+.036,-3.27,102.1,105.4,+0.89
152,153,Milwaukee,Horz,17-14,+0.93,104.6,103.7,66.6,+.064,+1.24,102.6,101.4,+1.37
153,154,Marshall,CUSA,15-17,+0.92,107.2,106.3,64.6,+.003,+3.46,105.2,101.8,+2.90
154,155,Eastern Kentucky,OVC,18-13,+0.90,112.6,111.7,59.4,-.031,-4.50,101.3,105.8,-2.32
155,156,Southern Illinois,MVC,13-18,+0.81,102.2,101.4,63.7,-.015,+4.13,105.4,101.3,+5.10
156,157,Morehead St. 16,OVC,20-16,+0.76,102.0,101.3,65.3,+.015,-1.90,103.6,105.5,+3.49
157,158,Lipscomb,ASun,17-14,+0.44,105.5,105.1,67.7,-.102,-6.98,98.7,105.7,-5.04
158,159,Oregon,P10,8-23,+0.43,104.2,103.8,68.2,+.018,+12.58,110.6,98.0,+5.57
159,160,Idaho,WAC,17-16,+0.25,104.4,104.1,62.4,+.017,+0.50,103.5,103.0,-0.42
160,161,Texas A&M Corpus Chris,Slnd,18-15,+0.20,100.0,99.8,66.4,+.033,+0.81,102.6,101.7,+7.27
161,162,San Diego,WCC,16-16,+0.11,98.4,98.3,62.1,+.015,+1.53,103.8,102.2,+4.25
162,163,Louisiana Tech,WAC,15-18,-0.00,101.3,101.3,62.5,-.035,-1.48,102.6,104.0,-6.49
163,164,Middle Tennessee,SB,18-14,-0.07,104.5,104.6,63.3,-.044,-4.20,102.2,106.4,-3.38
164,165,UC Santa Barbara,BW,16-15,-0.09,99.8,99.9,65.0,-.006,-1.37,103.0,104.4,+0.90
165,166,VMI,BSth,24-8,-0.44,108.5,108.9,80.1,+.074,-6.92,98.4,105.3,-0.50
166,167,Nicholls St.,Slnd,20-11,-0.46,101.9,102.3,59.1,+.043,-4.14,99.2,103.3,-1.27
167,168,Long Beach St.,BW,15-15,-0.51,104.5,105.0,65.9,+.048,+0.43,104.2,103.8,+4.73
168,169,Hofstra,CAA,21-11,-0.56,97.9,98.4,67.0,+.148,-1.39,102.0,103.4,-1.72
169,170,Ohio,MAC,15-17,-0.58,101.8,102.4,65.1,-.023,-0.48,101.4,101.9,+1.14
170,171,Boston University,AE,17-13,-0.59,104.4,104.9,62.7,+.003,-5.22,100.0,105.2,-3.11
171,172,Montana,BSky,17-12,-0.70,104.1,104.8,61.9,+.030,-3.52,102.1,105.6,+1.78
172,173,Fairfield,MAAC,17-15,-0.77,103.2,104.0,63.6,+.080,+0.28,101.3,101.1,+3.26
173,174,Tulane,CUSA,14-17,-0.78,98.6,99.4,64.6,-.010,+0.95,104.2,103.2,-4.57
174,175,IUPUI,Sum,16-14,-0.79,103.8,104.6,61.2,-.008,-1.12,103.9,105.0,+3.39
175,176,Radford 16,BSth,21-12,-0.86,101.2,102.1,69.2,+.076,-4.54,101.0,105.5,+8.71
176,177,Binghamton 15,AE,23-9,-0.98,102.3,103.3,67.2,+.130,-5.64,99.6,105.3,-4.08
177,178,Colorado,B12,9-22,-1.00,101.2,102.2,61.6,-.098,+6.34,106.2,99.9,-8.22
178,179,Rider,MAAC,19-13,-1.25,105.1,106.3,67.8,+.055,-3.18,99.3,102.5,-6.21
179,180,South Alabama,SB,20-13,-1.28,102.8,104.1,63.2,+.037,-4.92,101.7,106.6,-5.67
180,181,Colorado St.,MWC,9-22,-1.37,107.0,108.4,66.4,-.057,+5.13,105.3,100.2,+0.65
181,182,Holy Cross,Pat,18-14,-1.39,98.7,100.1,64.5,-.027,-6.38,98.5,104.9,-1.59
182,183,Troy,SB,19-13,-1.42,108.8,110.2,69.9,+.065,-4.21,101.4,105.6,-2.80
183,184,Austin Peay,OVC,19-14,-1.64,107.4,109.0,66.7,+.056,-2.35,102.3,104.7,+4.92
184,185,Utah Valley,ind,17-11,-2.01,104.1,106.2,60.5,-.054,-9.80,97.9,107.7,-5.41
185,186,Sacred Heart,NEC,17-14,-2.13,103.9,106.0,68.0,-.058,-8.56,98.4,106.9,-3.69
186,187,George Washington,A10,10-18,-2.17,102.2,104.4,63.0,-.066,+1.40,104.0,102.6,-3.17
187,188,St. Bonaventure,A10,15-15,-2.22,98.6,100.8,70.1,+.034,-1.04,102.1,103.1,-7.34
188,189,UTSA,Slnd,19-13,-2.26,102.0,104.3,68.9,+.056,-2.94,101.0,104.0,-4.67
189,190,Stony Brook,AE,16-14,-2.36,98.2,100.6,62.8,-.069,-7.87,97.7,105.6,-9.94
190,191,Manhattan,MAAC,16-14,-2.42,97.6,100.0,65.4,+.016,-4.01,99.2,103.3,-7.27
191,192,San Jose St.,WAC,13-17,-2.64,101.6,104.2,66.2,+.014,+0.61,103.5,102.9,-1.59
192,193,Idaho St.,BSky,13-19,-2.64,102.7,105.4,62.6,-.027,+1.48,104.7,103.2,+11.13
193,194,The Citadel,SC,20-13,-2.72,102.6,105.3,61.7,+.042,-6.82,100.4,107.2,-4.10
194,195,Iona,MAAC,12-19,-2.73,96.0,98.7,63.8,-.065,-1.20,101.1,102.3,+0.03
195,196,Liberty,BSth,23-12,-2.79,105.2,108.0,65.1,+.069,-5.43,100.0,105.4,+3.14
196,197,Missouri St.,MVC,11-20,-2.83,99.4,102.3,62.2,-.043,+1.60,103.7,102.1,-2.60
197,198,Georgia,SEC,12-20,-2.95,95.4,98.3,68.1,-.005,+4.82,105.0,100.2,-5.86
198,199,Southeastern Louisiana,Slnd,13-17,-2.97,100.5,103.5,65.1,-.112,-1.22,100.9,102.1,+5.95
199,200,Alabama St. 16,SWAC,22-10,-2.97,100.7,103.6,63.6,+.025,-11.71,95.4,107.2,+9.21
200,201,Cal St. Fullerton,BW,15-17,-3.24,105.6,108.8,67.2,+.017,-1.14,102.9,104.0,+0.94
201,202,Northern Colorado,BSky,14-18,-3.34,103.3,106.7,66.5,-.075,-2.86,102.4,105.3,-0.38
202,203,Indiana St.,MVC,11-21,-3.36,102.6,105.9,63.3,+.007,+2.67,103.8,101.1,-0.54
203,204,Denver,SB,15-16,-3.50,102.7,106.2,56.1,-.034,-5.11,101.1,106.2,-2.26
204,205,SMU,CUSA,9-21,-3.52,101.6,105.1,63.6,-.069,+3.24,104.4,101.2,-3.41
205,206,DePaul,BE,9-24,-3.72,102.0,105.8,64.6,-.016,+9.38,108.4,99.0,-2.32
206,207,Fresno St.,WAC,13-21,-3.78,99.7,103.5,66.5,-.043,-0.15,103.7,103.8,-3.00
207,208,Texas St.,Slnd,14-16,-3.89,102.4,106.3,73.9,-.078,-3.07,101.3,104.4,-3.55
208,209,Indiana,B10,6-25,-3.92,99.1,103.0,65.4,-.030,+11.49,109.1,97.6,+4.29
209,210,Lamar,Slnd,15-15,-3.96,100.4,104.4,66.4,+.032,-0.08,102.5,102.6,+5.62
210,211,Delaware,CAA,13-19,-3.98,102.7,106.6,67.0,-.011,-1.93,100.3,102.2,-4.68
211,212,South Dakota St.,Sum,13-20,-4.00,104.9,108.9,64.6,-.043,-0.01,104.1,104.1,+2.66
212,213,Chattanooga 16,SC,18-17,-4.04,104.3,108.4,69.5,+.041,-3.37,102.1,105.5,+12.40
213,214,Hawaii,WAC,13-17,-4.17,97.2,101.3,63.9,-.030,-3.56,101.9,105.5,-9.88
214,215,East Carolina,CUSA,13-17,-4.19,110.4,114.6,64.7,-.020,+2.18,104.1,101.9,+0.06
215,216,IPFW,Sum,13-17,-4.29,102.5,106.8,65.3,+.024,+0.72,104.1,103.4,+7.31
216,217,UC Irvine,BW,12-19,-4.39,104.1,108.5,62.7,-.005,-1.69,102.5,104.2,-0.42
217,218,Mercer,ASun,17-15,-4.40,105.2,109.6,67.4,+.062,-2.47,100.9,103.3,+7.40
218,219,UC Riverside,BW,17-13,-4.68,97.5,102.2,59.9,+.096,-3.28,102.3,105.6,-4.69
219,220,UC Davis,BW,13-19,-4.81,105.2,110.0,69.4,-.056,-3.53,101.3,104.8,-5.62
220,221,Loyola MD,MAAC,12-20,-5.05,102.8,107.8,65.6,+.007,+0.08,101.7,101.6,+3.71
221,222,Wofford,SC,16-14,-5.14,106.3,111.4,61.9,+.060,-4.90,101.0,105.9,+3.50
222,223,Youngstown St.,Horz,11-19,-5.19,101.5,106.7,65.7,+.023,+1.16,102.3,101.1,-0.86
223,224,Navy,Pat,19-11,-5.20,98.7,103.9,68.7,+.042,-9.11,96.5,105.6,-7.18
224,225,Arkansas St.,SB,13-17,-5.23,95.9,101.1,64.3,-.069,-3.42,102.0,105.5,-0.01
225,226,Valparaiso,Horz,9-22,-5.27,99.7,105.0,63.2,-.074,+3.85,103.8,100.0,+5.71
226,227,Southern Utah,Sum,11-20,-5.39,102.1,107.5,62.7,-.048,+0.06,104.5,104.4,+3.44
227,228,Georgia St.,CAA,12-20,-5.60,98.7,104.3,60.1,-.031,-0.08,102.0,102.0,-0.79
228,229,Loyola Chicago,Horz,14-18,-5.69,99.9,105.6,63.8,+.046,-0.50,101.6,102.1,-6.04
229,230,Air Force,MWC,10-21,-5.70,98.6,104.3,57.8,-.090,+2.30,104.9,102.6,-12.06
230,231,McNeese St.,Slnd,11-18,-5.88,94.1,100.0,64.8,-.088,-3.45,100.7,104.1,-1.13
231,232,Gardner Webb,BSth,13-17,-5.90,101.6,107.5,68.5,-.050,-3.32,101.4,104.8,+10.36
232,233,Chicago St.,ind,19-13,-6.02,106.0,112.0,74.2,+.015,-10.50,96.7,107.2,-2.74
233,234,William & Mary,CAA,10-20,-6.08,96.5,102.5,60.9,-.094,-1.72,102.0,103.8,-5.49
234,235,Rice,CUSA,10-22,-6.10,100.4,106.5,63.5,+.010,+3.12,105.6,102.5,+1.80
235,236,Montana St.,BSky,15-17,-6.11,100.9,107.0,64.8,+.058,-0.69,103.4,104.1,+3.27
236,237,Canisius,MAAC,11-20,-6.13,93.9,100.0,66.5,-.018,-0.64,101.6,102.2,-0.32
237,238,Tennessee Tech,OVC,12-18,-6.35,98.1,104.4,71.4,-.078,-3.40,103.0,106.4,-1.05
238,239,Northern Arizona,BSky,8-19,-6.47,101.8,108.3,62.2,-.132,+0.28,104.3,104.0,+9.85
239,240,Ball St.,MAC,14-17,-6.50,95.2,101.7,60.6,+.026,-4.45,99.0,103.5,-2.20
